node_id,is_fraud,ring_id,ring_type,is_vpn,is_datacenter,country_code,shared_user_count,abuse_score
4243,0,-1,0,0,0,840,1,2
4244,0,-1,0,0,1,250,1,1
4245,0,-1,0,0,0,156,1,10
4246,0,-1,0,0,0,840,1,3
4247,0,-1,0,0,0,276,1,11
4248,0,-1,0,0,0,826,1,13
4249,0,-1,0,1,0,156,1,5
4250,0,-1,0,0,0,250,1,9
4251,0,-1,0,0,0,250,1,3
4252,0,-1,0,0,0,276,1,3
4253,0,-1,0,0,0,276,1,12
4254,0,-1,0,0,0,250,1,17
4255,0,-1,0,0,0,826,1,12
4256,0,-1,0,0,0,840,1,18
4257,0,-1,0,0,0,840,1,4
4258,0,-1,0,0,0,156,1,0
4259,0,-1,0,1,0,156,1,10
4260,0,-1,0,0,0,250,1,19
4261,0,-1,0,0,0,826,1,5
4262,0,-1,0,0,0,840,1,7
4263,0,-1,0,0,1,250,1,3
4264,0,-1,0,0,0,156,1,6
4265,0,-1,0,0,0,826,1,5
4266,0,-1,0,0,0,840,1,8
4267,0,-1,0,0,0,156,1,7
4268,0,-1,0,1,0,826,1,0
4269,0,-1,0,0,0,250,1,18
4270,0,-1,0,0,0,276,1,2
4271,0,-1,0,1,0,840,1,17
4272,0,-1,0,0,0,276,1,18
4273,0,-1,0,1,0,276,1,2
4274,0,-1,0,1,0,826,1,12
4275,0,-1,0,0,0,840,1,16
4276,0,-1,0,0,1,250,1,18
4277,0,-1,0,0,0,840,1,13
4278,0,-1,0,0,0,826,1,6
4279,0,-1,0,1,0,156,1,7
4280,0,-1,0,0,0,156,1,15
4281,0,-1,0,0,0,156,1,1
4282,0,-1,0,0,0,250,1,7
4283,0,-1,0,0,0,840,1,5
4284,0,-1,0,0,0,840,1,8
4285,0,-1,0,0,0,276,1,3
4286,0,-1,0,0,0,250,1,17
4287,0,-1,0,0,0,276,1,19
4288,0,-1,0,0,0,840,1,8
4289,0,-1,0,0,0,826,1,5
4290,0,-1,0,0,1,840,1,3
4291,0,-1,0,0,0,276,1,1
4292,0,-1,0,0,0,156,1,2
4293,0,-1,0,0,0,826,1,0
4294,0,-1,0,0,0,826,1,1
4295,0,-1,0,0,0,156,1,8
4296,0,-1,0,0,0,826,1,18
4297,0,-1,0,0,0,840,1,18
4298,0,-1,0,0,0,250,1,0
4299,0,-1,0,0,0,826,1,12
4300,0,-1,0,0,0,826,1,0
4301,0,-1,0,0,0,276,1,5
4302,0,-1,0,0,0,276,1,17
4303,0,-1,0,0,1,250,1,18
4304,0,-1,0,0,0,276,1,4
4305,0,-1,0,0,0,840,1,12
4306,0,-1,0,0,0,156,1,6
4307,0,-1,0,1,0,826,1,11
4308,0,-1,0,0,0,276,1,15
4309,0,-1,0,0,0,156,1,12
4310,0,-1,0,0,0,840,1,6
4311,0,-1,0,0,0,840,1,2
4312,0,-1,0,0,0,826,1,17
4313,0,-1,0,0,0,250,1,10
4314,0,-1,0,0,0,156,1,9
4315,0,-1,0,1,0,276,1,12
4316,0,-1,0,0,0,840,1,14
4317,0,-1,0,0,0,156,1,19
4318,0,-1,0,0,0,156,1,19
4319,0,-1,0,0,0,156,1,4
4320,0,-1,0,1,0,840,1,10
4321,0,-1,0,0,0,276,1,8
4322,0,-1,0,0,0,276,1,16
4323,0,-1,0,0,0,250,1,1
4324,0,-1,0,0,0,826,1,8
4325,0,-1,0,0,0,276,1,5
4326,0,-1,0,0,0,250,1,15
4327,0,-1,0,0,0,250,1,2
4328,0,-1,0,0,0,840,1,18
4329,0,-1,0,0,0,156,1,6
4330,0,-1,0,0,0,840,1,6
4331,0,-1,0,0,0,826,1,8
4332,0,-1,0,0,0,250,1,19
4333,0,-1,0,0,0,826,1,6
4334,0,-1,0,0,0,826,1,12
4335,0,-1,0,0,0,840,1,0
4336,0,-1,0,0,1,156,1,7
4337,0,-1,0,0,0,840,1,9
4338,0,-1,0,0,0,156,1,4
4339,0,-1,0,0,0,156,1,11
4340,0,-1,0,0,0,250,1,11
4341,0,-1,0,0,0,250,1,3
4342,0,-1,0,0,0,826,1,2
4343,0,-1,0,0,1,826,1,7
4344,0,-1,0,0,0,840,1,12
4345,0,-1,0,0,0,840,1,15
4346,0,-1,0,0,0,276,1,1
4347,0,-1,0,0,0,250,1,17
4348,0,-1,0,0,0,156,1,10
4349,0,-1,0,0,0,276,1,2
4350,0,-1,0,0,0,276,1,14
4351,0,-1,0,0,0,276,1,3
4352,0,-1,0,0,0,156,1,15
4353,0,-1,0,0,0,250,1,10
4354,0,-1,0,0,0,840,1,5
4355,0,-1,0,0,0,156,1,10
4356,0,-1,0,0,0,826,1,15
4357,0,-1,0,0,0,250,1,2
4358,0,-1,0,0,0,840,1,14
4359,0,-1,0,0,0,840,1,11
4360,0,-1,0,0,0,840,1,10
4361,0,-1,0,0,0,276,1,18
4362,0,-1,0,0,0,840,1,7
4363,0,-1,0,1,0,156,1,8
4364,0,-1,0,0,0,250,1,5
4365,0,-1,0,0,0,156,1,11
4366,0,-1,0,0,0,276,1,8
4367,0,-1,0,0,0,276,1,3
4368,0,-1,0,1,1,156,1,19
4369,0,-1,0,0,0,156,1,18
4370,0,-1,0,0,1,840,1,17
4371,0,-1,0,0,0,250,1,8
4372,0,-1,0,0,0,276,1,18
4373,0,-1,0,0,0,276,1,2
4374,0,-1,0,0,0,840,1,4
4375,0,-1,0,0,1,826,1,13
4376,0,-1,0,0,0,840,1,19
4377,0,-1,0,0,0,250,1,18
4378,0,-1,0,0,0,276,1,1
4379,0,-1,0,1,0,156,1,14
4380,0,-1,0,0,0,250,1,15
4381,0,-1,0,0,0,840,1,18
4382,0,-1,0,0,0,276,1,14
4383,0,-1,0,0,0,276,1,8
4384,0,-1,0,0,0,276,1,7
4385,0,-1,0,0,0,826,1,9
4386,0,-1,0,1,0,826,1,10
4387,0,-1,0,0,0,156,1,17
4388,0,-1,0,0,0,276,1,9
4389,0,-1,0,1,0,840,1,12
4390,0,-1,0,1,0,276,1,13
4391,0,-1,0,0,0,276,1,11
4392,0,-1,0,0,0,156,1,17
4393,0,-1,0,0,0,276,1,5
4394,0,-1,0,1,0,826,1,13
4395,0,-1,0,0,0,826,1,17
4396,0,-1,0,1,0,156,1,10
4397,0,-1,0,0,0,156,1,8
4398,0,-1,0,0,0,250,1,12
4399,0,-1,0,0,0,276,1,1
4400,0,-1,0,0,0,156,1,0
4401,0,-1,0,0,0,250,1,9
4402,0,-1,0,0,0,840,1,11
4403,0,-1,0,0,0,156,1,1
4404,0,-1,0,0,0,826,1,0
4405,0,-1,0,0,0,840,1,14
4406,0,-1,0,0,0,250,1,0
4407,0,-1,0,0,0,250,1,8
4408,0,-1,0,0,0,840,1,16
4409,0,-1,0,0,0,826,1,19
4410,0,-1,0,0,1,276,1,16
4411,0,-1,0,0,0,250,1,1
4412,0,-1,0,0,0,826,1,11
4413,0,-1,0,0,0,840,1,7
4414,0,-1,0,0,1,276,1,4
4415,0,-1,0,1,0,250,1,19
4416,0,-1,0,0,1,250,1,0
4417,0,-1,0,0,0,156,1,5
4418,0,-1,0,1,0,826,1,11
4419,0,-1,0,0,0,250,1,9
4420,0,-1,0,0,0,840,1,15
4421,0,-1,0,0,0,826,1,7
4422,0,-1,0,0,0,840,1,15
4423,0,-1,0,0,0,276,1,8
4424,0,-1,0,0,0,840,1,0
4425,0,-1,0,0,0,840,1,19
4426,0,-1,0,0,0,156,1,3
4427,0,-1,0,0,0,276,1,1
4428,0,-1,0,0,0,276,1,18
4429,0,-1,0,0,0,156,1,2
4430,0,-1,0,0,0,250,1,12
4431,0,-1,0,0,0,156,1,1
4432,0,-1,0,1,0,826,1,16
4433,0,-1,0,0,0,276,1,12
4434,0,-1,0,0,0,276,1,8
4435,0,-1,0,0,0,276,1,11
4436,0,-1,0,0,0,840,1,13
4437,0,-1,0,0,0,840,1,7
4438,0,-1,0,0,0,156,1,1
4439,0,-1,0,0,0,826,1,1
4440,0,-1,0,0,0,826,1,10
4441,0,-1,0,0,0,250,1,5
4442,0,-1,0,0,0,156,1,14
4443,0,-1,0,1,0,840,1,8
4444,0,-1,0,0,0,156,1,12
4445,0,-1,0,0,0,276,1,2
4446,0,-1,0,0,0,826,1,8
4447,0,-1,0,0,0,276,1,3
4448,0,-1,0,0,0,276,1,8
4449,0,-1,0,0,0,156,1,19
4450,0,-1,0,0,0,276,1,18
4451,0,-1,0,0,0,156,1,5
4452,0,-1,0,0,0,156,1,12
4453,0,-1,0,0,0,250,1,10
4454,0,-1,0,0,1,826,1,3
4455,0,-1,0,0,0,250,1,0
4456,0,-1,0,0,0,276,1,4
4457,0,-1,0,0,0,276,1,14
4458,0,-1,0,0,0,840,1,17
4459,0,-1,0,0,0,156,1,4
4460,0,-1,0,0,0,250,1,13
4461,0,-1,0,0,0,840,1,9
4462,0,-1,0,0,0,250,1,14
4463,0,-1,0,0,0,250,1,15
4464,0,-1,0,0,0,276,1,0
4465,0,-1,0,0,0,250,1,8
4466,0,-1,0,0,0,826,1,15
4467,0,-1,0,0,0,840,1,14
4468,0,-1,0,0,0,250,1,16
4469,0,-1,0,0,0,250,1,2
4470,0,-1,0,0,0,826,1,17
4471,0,-1,0,0,0,250,1,15
4472,0,-1,0,0,0,250,1,1
4473,0,-1,0,0,0,276,1,10
4474,0,-1,0,1,0,840,1,7
4475,0,-1,0,1,0,826,1,10
4476,0,-1,0,1,0,826,1,15
4477,0,-1,0,0,0,250,1,1
4478,0,-1,0,0,0,276,1,19
4479,0,-1,0,0,0,840,1,11
4480,0,-1,0,0,0,826,1,4
4481,0,-1,0,0,0,840,1,11
4482,0,-1,0,1,0,276,1,16
4483,0,-1,0,0,0,250,1,18
4484,0,-1,0,1,0,826,1,9
4485,0,-1,0,0,0,826,1,5
4486,0,-1,0,0,0,156,1,0
4487,0,-1,0,0,0,840,1,4
4488,0,-1,0,1,0,826,1,11
4489,0,-1,0,0,0,826,1,14
4490,0,-1,0,0,0,156,1,2
4491,0,-1,0,0,0,250,1,0
4492,0,-1,0,0,0,276,1,19
4493,0,-1,0,0,0,276,1,19
4494,0,-1,0,1,0,276,1,11
4495,0,-1,0,0,0,156,1,2
4496,0,-1,0,0,0,276,1,15
4497,0,-1,0,0,0,250,1,12
4498,0,-1,0,0,0,276,1,13
4499,0,-1,0,0,0,250,1,0
4500,0,-1,0,0,0,826,1,12
4501,0,-1,0,0,0,826,1,13
4502,0,-1,0,0,0,826,1,8
4503,0,-1,0,0,0,826,1,5
4504,0,-1,0,0,0,250,1,17
4505,0,-1,0,0,0,276,1,10
4506,0,-1,0,0,0,276,1,6
4507,0,-1,0,0,0,276,1,16
4508,0,-1,0,0,0,840,1,16
4509,0,-1,0,0,0,156,1,19
4510,0,-1,0,0,0,156,1,11
4511,0,-1,0,0,0,156,1,10
4512,0,-1,0,0,0,250,1,11
4513,0,-1,0,0,0,840,1,9
4514,0,-1,0,1,0,826,1,8
4515,0,-1,0,0,0,156,1,3
4516,0,-1,0,0,0,250,1,17
4517,0,-1,0,1,0,840,1,2
4518,0,-1,0,0,0,276,1,9
4519,0,-1,0,0,0,156,1,10
4520,0,-1,0,0,0,156,1,16
4521,0,-1,0,0,0,156,1,15
4522,0,-1,0,0,0,840,1,11
4523,0,-1,0,0,0,250,1,6
4524,0,-1,0,0,0,250,1,7
4525,0,-1,0,0,0,826,1,9
4526,0,-1,0,0,0,826,1,2
4527,0,-1,0,0,0,156,1,15
4528,0,-1,0,0,0,250,1,10
4529,0,-1,0,0,0,156,1,16
4530,0,-1,0,1,0,156,1,18
4531,0,-1,0,0,0,276,1,3
4532,0,-1,0,0,0,276,1,10
4533,0,-1,0,0,0,840,1,16
4534,0,-1,0,0,0,276,1,15
4535,0,-1,0,0,0,826,1,4
4536,0,-1,0,0,0,156,1,9
4537,0,-1,0,0,0,826,1,8
4538,0,-1,0,0,0,276,1,11
4539,0,-1,0,1,0,826,1,18
4540,0,-1,0,0,1,156,1,9
4541,0,-1,0,0,0,826,1,1
4542,0,-1,0,0,0,276,1,8
4543,0,-1,0,0,0,156,1,6
4544,0,-1,0,0,0,826,1,15
4545,0,-1,0,0,0,250,1,0
4546,0,-1,0,1,0,156,1,15
4547,0,-1,0,0,0,826,1,14
4548,0,-1,0,0,0,156,1,1
4549,0,-1,0,0,0,826,1,5
4550,0,-1,0,0,0,826,1,18
4551,0,-1,0,0,0,826,1,18
4552,0,-1,0,0,0,156,1,7
4553,0,-1,0,0,0,156,1,10
4554,0,-1,0,0,0,826,1,10
4555,0,-1,0,0,0,826,1,0
4556,0,-1,0,1,0,840,1,7
4557,0,-1,0,0,0,276,1,18
4558,0,-1,0,0,0,826,1,16
4559,0,-1,0,0,0,276,1,5
4560,0,-1,0,0,0,840,1,13
4561,0,-1,0,0,0,840,1,14
4562,0,-1,0,0,0,840,1,14
4563,0,-1,0,0,0,250,1,12
4564,0,-1,0,1,0,276,1,2
4565,0,-1,0,0,0,250,1,6
4566,0,-1,0,0,0,826,1,1
4567,0,-1,0,0,0,156,1,0
4568,0,-1,0,0,0,250,1,10
4569,0,-1,0,0,0,276,1,2
4570,0,-1,0,0,0,276,1,18
4571,0,-1,0,0,0,840,1,2
4572,0,-1,0,0,0,250,1,19
4573,0,-1,0,0,0,250,1,11
4574,0,-1,0,0,0,250,1,11
4575,0,-1,0,0,0,156,1,12
4576,0,-1,0,0,0,826,1,12
4577,0,-1,0,0,0,250,1,9
4578,0,-1,0,0,0,156,1,0
4579,0,-1,0,0,0,276,1,9
4580,0,-1,0,0,0,826,1,13
4581,0,-1,0,1,0,840,1,11
4582,0,-1,0,1,0,826,1,0
4583,0,-1,0,0,0,840,1,12
4584,0,-1,0,0,0,840,1,15
4585,0,-1,0,0,0,840,1,2
4586,0,-1,0,0,0,826,1,3
4587,0,-1,0,1,0,826,1,18
4588,0,-1,0,0,0,840,1,16
4589,0,-1,0,0,1,156,1,17
4590,0,-1,0,0,0,840,1,15
4591,0,-1,0,0,0,156,1,1
4592,0,-1,0,0,1,276,1,8
4593,0,-1,0,0,0,840,1,15
4594,0,-1,0,0,0,276,1,7
4595,0,-1,0,0,0,840,1,14
4596,0,-1,0,1,1,840,1,12
4597,0,-1,0,0,0,826,1,2
4598,0,-1,0,0,0,156,1,9
4599,0,-1,0,0,0,826,1,18
4600,0,-1,0,0,0,826,1,19
4601,0,-1,0,0,0,250,1,13
4602,0,-1,0,0,0,826,1,7
4603,0,-1,0,0,0,826,1,16
4604,0,-1,0,0,0,156,1,15
4605,0,-1,0,0,0,156,1,17
4606,0,-1,0,0,0,826,1,16
4607,0,-1,0,0,0,156,1,5
4608,0,-1,0,0,0,276,1,19
4609,0,-1,0,0,0,826,1,9
4610,0,-1,0,0,0,826,1,16
4611,0,-1,0,0,1,156,1,18
4612,0,-1,0,0,0,156,1,10
4613,0,-1,0,0,0,250,1,7
4614,0,-1,0,0,0,840,1,8
4615,0,-1,0,0,0,276,1,15
4616,0,-1,0,0,0,250,1,18
4617,0,-1,0,0,0,826,1,8
4618,0,-1,0,1,0,276,1,12
4619,0,-1,0,0,0,250,1,6
4620,0,-1,0,0,0,826,1,5
4621,0,-1,0,0,0,826,1,7
4622,0,-1,0,0,0,826,1,18
4623,0,-1,0,0,0,156,1,12
4624,0,-1,0,0,0,156,1,15
4625,0,-1,0,0,0,156,1,6
4626,0,-1,0,0,0,276,1,10
4627,0,-1,0,0,0,250,1,11
4628,0,-1,0,0,0,276,1,5
4629,0,-1,0,0,0,250,1,8
4630,0,-1,0,0,0,276,1,19
4631,0,-1,0,0,0,156,1,2
4632,0,-1,0,0,0,840,1,14
4633,0,-1,0,0,0,250,1,4
4634,0,-1,0,0,0,826,1,14
4635,0,-1,0,0,0,840,1,18
4636,0,-1,0,0,0,156,1,12
4637,0,-1,0,0,0,840,1,9
4638,0,-1,0,0,0,840,1,2
4639,0,-1,0,0,0,840,1,9
4640,0,-1,0,1,0,826,1,5
4641,0,-1,0,0,0,826,1,2
4642,0,-1,0,0,0,156,1,13
4643,0,-1,0,0,1,826,1,12
4644,0,-1,0,0,0,250,1,13
4645,0,-1,0,0,0,250,1,6
4646,0,-1,0,0,0,250,1,14
4647,0,-1,0,1,0,156,1,15
4648,0,-1,0,0,0,826,1,9
4649,0,-1,0,0,0,250,1,19
4650,0,-1,0,0,0,826,1,9
4651,0,-1,0,0,0,250,1,3
4652,0,-1,0,1,0,840,1,12
4653,0,-1,0,1,0,276,1,2
4654,0,-1,0,0,0,840,1,6
4655,0,-1,0,1,0,250,1,18
4656,0,-1,0,0,0,840,1,17
4657,0,-1,0,0,0,156,1,19
4658,0,-1,0,0,0,276,1,4
4659,0,-1,0,0,0,826,1,4
4660,0,-1,0,0,0,826,1,0
4661,0,-1,0,0,0,156,1,13
4662,0,-1,0,0,0,840,1,12
4663,0,-1,0,0,0,276,1,0
4664,0,-1,0,0,0,826,1,11
4665,0,-1,0,0,0,250,1,8
4666,0,-1,0,0,0,840,1,17
4667,0,-1,0,0,0,156,1,5
4668,0,-1,0,0,0,156,1,8
4669,0,-1,0,0,0,156,1,11
4670,0,-1,0,0,0,276,1,17
4671,0,-1,0,0,0,250,1,3
4672,0,-1,0,0,0,276,1,19
4673,0,-1,0,0,0,840,1,2
4674,0,-1,0,0,0,826,1,0
4675,0,-1,0,0,0,826,1,18
4676,0,-1,0,0,0,840,1,11
4677,0,-1,0,0,0,826,1,8
4678,0,-1,0,0,0,840,1,7
4679,0,-1,0,0,0,156,1,13
4680,0,-1,0,0,0,250,1,17
4681,0,-1,0,1,0,840,1,14
4682,0,-1,0,0,0,250,1,14
4683,0,-1,0,0,0,156,1,7
4684,0,-1,0,0,0,156,1,18
4685,0,-1,0,0,1,276,1,19
4686,0,-1,0,0,0,276,1,9
4687,0,-1,0,0,0,840,1,12
4688,0,-1,0,0,0,250,1,0
4689,0,-1,0,1,0,826,1,16
4690,0,-1,0,0,0,826,1,5
4691,0,-1,0,0,0,840,1,3
4692,0,-1,0,0,0,250,1,12
4693,0,-1,0,0,0,840,1,1
4694,0,-1,0,0,0,840,1,17
4695,0,-1,0,0,0,156,1,12
4696,0,-1,0,0,0,250,1,2
4697,0,-1,0,0,0,826,1,5
4698,0,-1,0,0,0,156,1,5
4699,0,-1,0,0,1,826,1,15
4700,0,-1,0,0,0,276,1,17
4701,0,-1,0,0,0,276,1,0
4702,0,-1,0,0,1,156,1,4
4703,0,-1,0,0,0,840,1,4
4704,0,-1,0,0,0,840,1,3
4705,0,-1,0,0,0,276,1,11
4706,0,-1,0,0,0,276,1,15
4707,0,-1,0,0,0,840,1,4
4708,0,-1,0,0,0,156,1,13
4709,0,-1,0,0,0,840,1,13
4710,0,-1,0,0,0,276,1,18
4711,0,-1,0,1,0,826,1,6
4712,0,-1,0,0,0,840,1,0
4713,0,-1,0,0,0,826,1,2
4714,0,-1,0,0,0,840,1,10
4715,0,-1,0,0,1,156,1,12
4716,0,-1,0,0,0,840,1,3
4717,0,-1,0,0,0,276,1,4
4718,0,-1,0,0,0,276,1,13
4719,0,-1,0,0,1,826,1,7
4720,0,-1,0,0,0,826,1,8
4721,0,-1,0,0,0,156,1,14
4722,0,-1,0,0,0,156,1,13
4723,0,-1,0,0,0,250,1,0
4724,0,-1,0,0,0,250,1,1
4725,0,-1,0,0,0,156,1,7
4726,0,-1,0,0,0,276,1,13
4727,0,-1,0,0,0,826,1,1
4728,0,-1,0,0,0,840,1,4
4729,0,-1,0,0,0,840,1,14
4730,0,-1,0,0,0,826,1,3
4731,0,-1,0,0,0,156,1,17
4732,0,-1,0,0,0,276,1,18
4733,0,-1,0,0,0,276,1,16
4734,0,-1,0,1,0,276,1,2
4735,0,-1,0,0,1,276,1,10
4736,0,-1,0,0,0,156,1,7
4737,0,-1,0,0,0,276,1,0
4738,0,-1,0,0,0,840,1,1
4739,0,-1,0,0,0,250,1,12
4740,0,-1,0,0,0,250,1,7
4741,0,-1,0,1,0,826,1,16
4742,0,-1,0,0,0,276,1,1
4743,0,-1,0,0,0,276,1,1
4744,0,-1,0,0,0,826,1,11
4745,0,-1,0,1,0,250,1,9
4746,0,-1,0,0,0,156,1,15
4747,0,-1,0,0,0,276,1,17
4748,0,-1,0,0,0,250,1,3
4749,0,-1,0,0,0,826,1,9
4750,0,-1,0,0,0,250,1,15
4751,0,-1,0,1,1,250,1,1
4752,0,-1,0,0,0,840,1,3
4753,0,-1,0,0,0,826,1,15
4754,0,-1,0,0,0,156,1,6
4755,0,-1,0,0,0,826,1,16
4756,0,-1,0,0,0,250,1,17
4757,0,-1,0,0,1,250,1,0
4758,0,-1,0,0,0,156,1,7
4759,0,-1,0,0,0,840,1,1
4760,0,-1,0,0,0,276,1,11
4761,0,-1,0,0,1,156,1,6
4762,0,-1,0,1,0,250,1,8
4763,0,-1,0,0,0,826,1,18
4764,0,-1,0,0,0,840,1,4
4765,0,-1,0,1,0,250,1,0
4766,0,-1,0,0,0,250,1,4
4767,0,-1,0,0,0,826,1,12
4768,0,-1,0,0,0,826,1,12
4769,0,-1,0,0,0,276,1,1
4770,0,-1,0,0,0,156,1,13
4771,0,-1,0,0,0,826,1,4
4772,0,-1,0,0,0,250,1,11
4773,0,-1,0,0,0,156,1,10
4774,0,-1,0,0,0,250,1,8
4775,0,-1,0,0,0,826,1,19
4776,0,-1,0,0,0,250,1,19
4777,0,-1,0,0,0,250,1,16
4778,0,-1,0,0,0,826,1,6
4779,0,-1,0,0,0,156,1,16
4780,0,-1,0,0,0,156,1,19
4781,0,-1,0,0,0,840,1,10
4782,0,-1,0,0,0,276,1,18
4783,0,-1,0,0,0,840,1,9
4784,0,-1,0,0,0,826,1,19
4785,0,-1,0,0,0,250,1,9
4786,0,-1,0,0,0,250,1,3
4787,0,-1,0,0,0,276,1,10
4788,0,-1,0,0,0,156,1,11
4789,0,-1,0,0,0,250,1,14
4790,0,-1,0,0,0,826,1,9
4791,0,-1,0,0,0,250,1,15
4792,0,-1,0,0,1,840,1,6
4793,0,-1,0,0,0,156,1,6
4794,0,-1,0,0,0,250,1,3
4795,0,-1,0,0,0,840,1,4
4796,0,-1,0,0,0,840,1,3
4797,0,-1,0,0,0,840,1,0
4798,0,-1,0,0,0,276,1,4
4799,0,-1,0,0,0,276,1,18
4800,0,-1,0,0,0,276,1,5
4801,0,-1,0,0,0,276,1,5
4802,0,-1,0,0,0,840,1,14
4803,0,-1,0,0,0,276,1,12
4804,0,-1,0,0,0,826,1,3
4805,0,-1,0,0,0,276,1,4
4806,0,-1,0,0,0,826,1,15
4807,0,-1,0,0,1,250,1,14
4808,0,-1,0,0,0,250,1,19
4809,0,-1,0,1,1,156,1,18
4810,0,-1,0,0,1,276,1,0
4811,0,-1,0,0,0,156,1,14
4812,0,-1,0,0,0,156,1,8
4813,0,-1,0,0,0,250,1,1
4814,0,-1,0,0,0,826,1,4
4815,0,-1,0,0,0,276,1,11
4816,0,-1,0,0,0,826,1,16
4817,0,-1,0,0,0,276,1,17
4818,0,-1,0,0,0,250,1,16
4819,0,-1,0,0,0,276,1,4
4820,0,-1,0,0,0,840,1,12
4821,0,-1,0,0,0,276,1,16
4822,0,-1,0,0,0,276,1,7
4823,0,-1,0,1,0,250,1,15
4824,0,-1,0,0,0,276,1,12
4825,0,-1,0,1,0,826,1,19
4826,0,-1,0,1,0,250,1,13
4827,0,-1,0,0,0,276,1,17
4828,0,-1,0,0,0,276,1,8
4829,0,-1,0,0,0,250,1,6
4830,0,-1,0,0,0,840,1,8
4831,0,-1,0,0,0,250,1,17
4832,0,-1,0,0,0,276,1,17
4833,0,-1,0,0,0,840,1,7
4834,0,-1,0,0,0,826,1,5
4835,0,-1,0,0,0,826,1,4
4836,0,-1,0,0,0,276,1,8
4837,0,-1,0,0,0,276,1,4
4838,0,-1,0,0,0,840,1,6
4839,0,-1,0,0,0,276,1,18
4840,0,-1,0,0,0,156,1,3
4841,0,-1,0,0,0,826,1,4
4842,0,-1,0,0,0,250,1,8
4843,0,-1,0,0,0,250,1,6
4844,0,-1,0,0,1,840,1,2
4845,0,-1,0,0,0,826,1,8
4846,0,-1,0,0,0,276,1,3
4847,0,-1,0,0,0,826,1,4
4848,0,-1,0,0,0,276,1,10
4849,0,-1,0,0,1,156,1,0
4850,0,-1,0,0,0,276,1,10
4851,0,-1,0,0,0,250,1,17
4852,0,-1,0,0,0,826,1,6
4853,0,-1,0,0,0,826,1,6
4854,0,-1,0,1,0,276,1,0
4855,0,-1,0,0,0,840,1,8
4856,0,-1,0,0,0,250,1,2
4857,0,-1,0,0,0,250,1,0
4858,0,-1,0,0,0,840,1,10
4859,0,-1,0,0,0,250,1,14
4860,0,-1,0,0,0,250,1,6
4861,0,-1,0,0,0,826,1,13
4862,0,-1,0,0,0,840,1,11
4863,0,-1,0,0,0,826,1,1
4864,0,-1,0,0,0,156,1,7
4865,0,-1,0,0,0,826,1,4
4866,0,-1,0,0,0,840,1,6
4867,0,-1,0,0,0,276,1,12
4868,0,-1,0,0,0,250,1,10
4869,0,-1,0,0,0,826,1,12
4870,0,-1,0,0,0,250,1,11
4871,0,-1,0,0,0,840,1,16
4872,0,-1,0,0,0,276,1,11
4873,0,-1,0,0,0,840,1,6
4874,0,-1,0,0,0,826,1,2
4875,0,-1,0,1,0,840,1,11
4876,0,-1,0,0,0,276,1,4
4877,0,-1,0,1,0,276,1,18
4878,0,-1,0,0,0,840,1,15
4879,0,-1,0,0,0,156,1,12
4880,0,-1,0,0,0,276,1,18
4881,0,-1,0,0,1,840,1,16
4882,0,-1,0,0,1,250,1,8
4883,0,-1,0,0,0,826,1,0
4884,0,-1,0,0,0,156,1,3
4885,0,-1,0,1,0,826,1,2
4886,0,-1,0,0,0,826,1,0
4887,0,-1,0,1,0,840,1,11
4888,0,-1,0,0,0,156,1,16
4889,0,-1,0,0,0,276,1,13
4890,0,-1,0,0,0,250,1,7
4891,0,-1,0,0,0,840,1,1
4892,0,-1,0,0,0,276,1,16
4893,0,-1,0,0,0,276,1,3
4894,0,-1,0,1,0,276,1,16
4895,0,-1,0,0,0,250,1,18
4896,0,-1,0,0,0,276,1,1
4897,0,-1,0,0,0,250,1,12
4898,0,-1,0,0,0,276,1,5
4899,0,-1,0,0,0,250,1,13
4900,0,-1,0,0,0,826,1,0
4901,0,-1,0,0,0,840,1,9
4902,0,-1,0,0,1,250,1,17
4903,0,-1,0,0,0,250,1,13
4904,0,-1,0,0,0,826,1,0
4905,0,-1,0,0,0,276,1,11
4906,0,-1,0,0,0,826,1,11
4907,0,-1,0,1,0,276,1,16
4908,0,-1,0,1,0,826,1,12
4909,0,-1,0,0,0,156,1,6
4910,0,-1,0,0,0,156,1,19
4911,0,-1,0,0,0,826,1,13
4912,0,-1,0,0,0,840,1,14
4913,0,-1,0,1,0,826,1,18
4914,0,-1,0,0,0,250,1,8
4915,0,-1,0,1,0,826,1,17
4916,0,-1,0,0,0,826,1,16
4917,0,-1,0,0,0,156,1,19
4918,0,-1,0,0,0,250,1,17
4919,0,-1,0,0,1,250,1,16
4920,0,-1,0,0,0,156,1,10
4921,0,-1,0,0,1,826,1,19
4922,0,-1,0,0,1,826,1,5
4923,0,-1,0,0,0,276,1,0
4924,0,-1,0,0,0,276,1,14
4925,0,-1,0,0,0,156,1,9
4926,0,-1,0,0,0,276,1,8
4927,0,-1,0,0,0,276,1,9
4928,0,-1,0,0,0,250,1,9
4929,0,-1,0,0,0,250,1,18
4930,0,-1,0,0,0,840,1,3
4931,0,-1,0,0,0,840,1,1
4932,0,-1,0,1,0,826,1,11
4933,0,-1,0,0,0,276,1,15
4934,0,-1,0,0,0,826,1,14
4935,0,-1,0,0,0,250,1,18
4936,0,-1,0,0,0,250,1,17
4937,0,-1,0,0,0,250,1,3
4938,0,-1,0,0,0,250,1,19
4939,0,-1,0,0,0,250,1,7
