node_id,is_fraud,ring_id,ring_type,account_age_days,booking_count_30d,cancellation_rate,chargeback_count,distinct_device_count,distinct_ip_count,country_code,is_loyalty_member,avg_booking_value_usd,referral_count,velocity_score
1927,0,-1,0,980,5,0.0,0,3,5,250,0,1265.04,0,1.86
1928,0,-1,0,201,2,0.5,0,1,3,840,1,2237.39,0,3.63
1929,0,-1,0,535,1,0.0,0,1,3,528,0,296.45,0,0.68
1930,0,-1,0,1600,3,0.0,0,1,1,276,1,298.4,0,0.68
1931,0,-1,0,10,2,0.0,0,1,3,124,0,263.06,0,50
1932,0,-1,0,200,1,0.0,0,1,2,826,1,375.62,0,1.82
1933,0,-1,0,913,1,0.0,0,1,2,276,0,145.29,0,0.4
1934,0,-1,0,207,3,0.333,0,3,4,392,1,708.08,0,5.29
1935,0,-1,0,140,2,0.0,0,1,1,392,1,270.35,0,5.21
1936,0,-1,0,1476,1,1.0,0,4,4,528,0,666.96,0,0.25
1937,0,-1,0,29,1,1.0,0,3,5,156,1,331.23,0,12.59
1938,0,-1,0,1805,2,0.0,0,1,3,840,0,571.13,0,0.4
1939,0,-1,0,1723,1,0.0,0,4,5,840,0,189.75,0,0.21
1940,0,-1,0,25,3,0.333,0,3,5,840,0,1502.23,0,43.8
1941,0,-1,0,192,4,0.25,0,1,1,36,1,227.93,0,7.6
1942,0,-1,0,13,3,0.333,0,2,4,840,0,175.83,0,50
1943,0,-1,0,1348,3,0.0,0,1,2,156,1,396.05,0,0.81
1944,0,-1,0,13,2,0.0,0,2,2,250,0,636.96,0,50
1945,0,-1,0,38,1,0.0,0,1,1,840,0,644.47,0,9.61
1946,0,-1,0,1613,3,0.0,0,1,3,380,1,771.31,0,0.68
1947,0,-1,0,1882,1,0.0,0,3,3,156,1,95.19,0,0.19
1948,0,-1,0,676,5,0.0,0,1,2,840,1,336.55,0,2.7
1949,0,-1,0,1605,1,0.0,0,1,2,826,1,500.39,0,0.23
1950,0,-1,0,9,2,0.5,0,2,4,156,1,316.37,0,50
1951,0,-1,0,1718,5,0.4,0,3,4,826,0,917.36,0,1.06
1952,0,-1,0,1508,2,0.5,0,2,2,356,0,523.14,0,0.48
1953,0,-1,0,483,4,0.0,0,2,3,156,1,770.33,0,3.02
1954,0,-1,0,1635,2,0.0,0,1,2,840,1,515.22,0,0.45
1955,0,-1,0,1200,2,0.0,0,1,3,124,1,245.71,0,0.61
1956,0,-1,0,155,1,0.0,0,2,4,156,1,542.42,0,2.35
1957,0,-1,0,17,2,0.0,0,1,1,276,0,604.41,0,42.94
1958,0,-1,0,470,2,0.0,0,1,3,250,1,119.55,0,1.55
1959,0,-1,0,67,2,1.0,0,1,3,36,0,353.39,0,10.9
1960,0,-1,0,1629,7,0.286,0,1,2,250,1,439.86,0,1.57
1961,0,-1,0,161,1,0.0,0,2,3,276,1,352.29,0,2.27
1962,0,-1,0,921,7,0.143,0,3,5,156,1,252.36,0,2.77
1963,0,-1,0,1968,1,0.0,0,3,4,156,0,253.68,0,0.19
1964,0,-1,0,1196,1,0.0,0,1,1,380,1,516.98,0,0.31
1965,0,-1,0,350,7,0.0,0,3,5,76,0,639.01,0,7.3
1966,0,-1,0,715,1,1.0,0,1,2,826,0,1592.54,0,0.51
1967,0,-1,0,1895,3,0.0,0,1,2,156,0,600.39,0,0.58
1968,0,-1,0,423,1,0.0,0,1,3,410,1,924.51,0,0.86
1969,0,-1,0,868,10,0.0,0,1,3,528,1,1200.81,0,4.21
1970,0,-1,0,41,1,0.0,0,1,1,410,1,260.33,0,8.9
1971,0,-1,0,1007,5,0.0,0,2,2,276,0,139.95,0,1.81
1972,0,-1,0,427,4,0.0,0,1,2,840,1,583.27,0,3.42
1973,0,-1,0,2,3,0.0,0,1,1,36,1,365.76,0,50
1974,0,-1,0,1084,4,0.25,0,1,2,76,0,202.98,0,1.35
1975,0,-1,0,929,2,0.5,0,1,1,724,1,204.3,0,0.79
1976,0,-1,0,1386,2,0.0,0,1,2,528,1,404.32,0,0.53
1977,0,-1,0,1493,4,0.0,0,3,5,124,0,2374.67,0,0.98
1978,0,-1,0,1824,1,0.0,0,1,1,156,1,701.36,0,0.2
1979,0,-1,0,406,1,0.0,0,1,1,380,1,402.24,0,0.9
1980,0,-1,0,27,3,0.0,0,1,1,840,1,667.98,0,40.56
1981,0,-1,0,694,2,0.5,0,3,3,840,1,331.47,0,1.05
1982,0,-1,0,1675,2,0.0,0,2,4,76,1,341.82,0,0.44
1983,0,-1,0,1729,4,0.0,0,1,2,392,1,194.06,0,0.84
1984,0,-1,0,1633,3,0.0,0,3,5,356,1,648.21,0,0.67
1985,0,-1,0,100,2,0.5,0,1,3,840,1,219.52,0,7.3
1986,0,-1,0,170,5,0.2,0,1,1,156,0,402.71,0,10.74
1987,0,-1,0,928,4,0.25,0,2,3,826,0,1072.6,0,1.57
1988,0,-1,0,1895,1,0.0,0,3,4,156,0,130.22,0,0.19
1989,0,-1,0,781,2,1.0,0,3,5,826,1,505.71,0,0.93
1990,0,-1,0,1847,1,1.0,0,1,3,124,1,270.65,0,0.2
1991,0,-1,0,1994,2,0.5,0,1,2,156,1,503.2,0,0.37
1992,0,-1,0,881,4,0.5,0,1,1,826,0,457.92,0,1.66
1993,0,-1,0,13,2,0.0,0,1,3,840,1,350.4,0,50
1994,0,-1,0,1437,2,0.5,0,2,2,840,1,1114.95,0,0.51
1995,0,-1,0,1806,1,1.0,0,1,2,826,1,1600.75,0,0.2
1996,0,-1,0,851,1,0.0,0,2,4,156,1,796.86,0,0.43
1997,0,-1,0,913,1,0.0,0,1,1,156,0,342.31,0,0.4
1998,0,-1,0,798,2,0.0,0,1,2,356,1,503.09,0,0.91
1999,0,-1,0,1964,3,0.0,0,1,1,276,1,284.96,0,0.56
2000,0,-1,0,1115,1,0.0,0,4,5,392,0,166.14,0,0.33
2001,0,-1,0,1042,5,0.2,0,1,2,484,1,443.45,0,1.75
2002,0,-1,0,1431,2,0.0,0,1,3,840,0,1081.16,0,0.51
2003,0,-1,0,1181,3,0.0,0,3,3,724,0,333.5,0,0.93
2004,0,-1,0,381,1,0.0,0,1,2,826,1,1259.34,0,0.96
2005,0,-1,0,1746,1,0.0,0,1,3,156,0,370.44,0,0.21
2006,0,-1,0,419,1,0.0,0,1,3,484,0,655.7,0,0.87
2007,0,-1,0,650,2,0.5,0,1,3,840,0,533.12,0,1.12
2008,0,-1,0,891,3,0.0,0,1,2,156,0,240.18,0,1.23
2009,0,-1,0,692,2,0.5,0,2,3,156,0,852.63,0,1.05
2010,0,-1,0,622,1,0.0,0,1,3,840,0,221.62,0,0.59
2011,0,-1,0,406,5,0.0,0,2,4,392,1,165.65,0,4.5
2012,0,-1,0,708,2,0.5,0,1,3,156,1,1341.55,0,1.03
2013,0,-1,0,1157,2,0.0,0,2,4,250,1,479.07,0,0.63
2014,0,-1,0,1631,3,0.0,0,4,6,840,0,1942.68,0,0.67
2015,0,-1,0,17,3,0.333,0,1,1,528,0,500.91,0,50
2016,0,-1,0,231,1,0.0,0,1,3,276,1,1168.81,0,1.58
2017,0,-1,0,784,1,0.0,0,1,2,250,0,608.5,0,0.47
2018,0,-1,0,1163,4,0.25,0,1,1,124,1,1064.21,0,1.26
2019,0,-1,0,885,3,0.0,0,1,3,840,1,296.95,0,1.24
2020,0,-1,0,1285,2,0.5,0,1,1,156,0,1305.21,0,0.57
2021,0,-1,0,126,1,0.0,0,1,1,840,0,297.58,0,2.9
2022,0,-1,0,938,2,0.5,0,2,4,36,1,386.26,0,0.78
2023,0,-1,0,227,2,0.0,0,1,3,250,0,361.11,0,3.22
2024,0,-1,0,1001,3,0.0,0,3,3,840,0,78.18,0,1.09
2025,0,-1,0,332,8,0.125,0,1,2,826,1,236.37,0,8.8
2026,0,-1,0,295,1,0.0,0,2,3,826,1,207.1,0,1.24
2027,0,-1,0,1279,4,0.5,0,1,3,36,1,802.82,0,1.14
2028,0,-1,0,667,7,0.143,0,1,2,250,1,513.69,0,3.83
2029,0,-1,0,684,2,0.0,0,1,2,826,1,766.64,0,1.07
2030,0,-1,0,1357,4,0.5,0,1,1,156,1,701.23,0,1.08
2031,0,-1,0,556,3,0.333,0,1,3,36,0,1079.12,0,1.97
2032,0,-1,0,1960,1,1.0,0,2,3,276,0,486.27,0,0.19
2033,0,-1,0,490,2,0.5,0,1,2,124,0,188.52,0,1.49
2034,0,-1,0,18,4,0.0,0,1,1,36,1,98.74,0,50
2035,0,-1,0,1861,4,0.25,0,2,3,356,1,477.88,0,0.78
2036,0,-1,0,29,3,0.333,0,1,2,826,0,422.42,0,37.76
2037,0,-1,0,324,1,0.0,0,2,2,276,1,456.51,0,1.13
2038,0,-1,0,62,1,0.0,0,2,3,250,1,249.42,0,5.89
2039,0,-1,0,395,2,0.0,0,2,2,826,0,163.38,0,1.85
2040,0,-1,0,930,1,0.0,0,1,3,826,1,309.97,0,0.39
2041,0,-1,0,10,2,0.0,0,1,3,410,1,807.53,0,50
2042,0,-1,0,1048,1,0.0,0,4,5,410,1,493.86,0,0.35
2043,0,-1,0,811,1,0.0,0,1,2,826,0,861.74,0,0.45
2044,0,-1,0,136,3,0.0,0,1,1,276,1,751.39,0,8.05
2045,0,-1,0,351,1,0.0,0,2,3,528,0,473.83,0,1.04
2046,0,-1,0,1335,3,0.667,0,1,2,380,1,3072.75,0,0.82
2047,0,-1,0,594,1,0.0,0,1,3,156,1,535.45,0,0.61
2048,0,-1,0,1939,3,0.0,0,1,1,840,0,644.41,0,0.56
2049,0,-1,0,1560,2,0.5,0,1,1,840,0,1332.4,0,0.47
2050,0,-1,0,729,4,0.5,0,1,1,250,0,465.46,0,2.0
2051,0,-1,0,1408,8,0.125,0,2,2,276,1,430.93,0,2.07
2052,0,-1,0,1124,3,1.0,0,1,1,840,1,381.91,0,0.97
2053,0,-1,0,10,2,0.0,0,3,3,356,1,290.43,0,50
2054,0,-1,0,598,1,0.0,0,4,5,250,1,233.88,0,0.61
2055,0,-1,0,248,2,1.0,0,3,3,826,1,420.66,0,2.94
2056,0,-1,0,1187,3,0.333,0,1,3,76,1,211.48,0,0.92
2057,0,-1,0,1321,2,0.0,0,3,5,356,0,1255.71,0,0.55
2058,0,-1,0,1583,5,0.0,0,1,3,250,1,607.3,0,1.15
2059,0,-1,0,1774,3,0.0,0,1,1,124,1,1371.56,0,0.62
2060,0,-1,0,1542,9,0.0,0,1,1,840,1,359.6,0,2.13
2061,0,-1,0,1975,1,0.0,0,1,3,250,1,475.2,0,0.18
2062,0,-1,0,956,1,0.0,0,1,2,840,0,370.79,0,0.38
2063,0,-1,0,584,2,0.0,0,2,4,410,0,449.08,0,1.25
2064,0,-1,0,1469,5,0.0,0,1,3,156,1,53.66,0,1.24
2065,0,-1,0,193,3,0.0,0,2,4,840,0,835.01,0,5.67
2066,0,-1,0,983,2,0.0,0,1,1,156,0,763.83,0,0.74
2067,0,-1,0,11,1,0.0,0,1,3,840,0,1229.83,0,33.18
2068,0,-1,0,134,2,0.0,0,2,2,356,0,494.19,0,5.45
2069,0,-1,0,557,3,0.0,0,2,4,356,1,280.52,0,1.97
2070,0,-1,0,525,2,0.0,0,2,3,156,1,370.67,0,1.39
2071,0,-1,0,1100,2,0.5,0,1,1,124,0,385.38,0,0.66
2072,0,-1,0,23,1,0.0,0,1,2,840,0,242.73,0,15.87
2073,0,-1,0,599,4,0.25,0,1,2,826,1,293.69,0,2.44
2074,0,-1,0,704,2,0.0,0,4,6,826,1,379.4,0,1.04
2075,0,-1,0,188,8,0.25,0,1,2,156,1,350.62,0,15.53
2076,0,-1,0,16,7,0.0,0,2,4,124,1,689.59,0,50
2077,0,-1,0,1,8,0.125,0,2,4,250,1,1034.95,0,50
2078,0,-1,0,533,3,0.333,0,2,3,156,0,260.05,0,2.05
2079,0,-1,0,1759,5,0.4,0,1,2,392,0,984.2,0,1.04
2080,0,-1,0,234,4,0.0,0,1,1,76,1,1161.63,0,6.24
2081,0,-1,0,1859,1,0.0,0,2,4,840,0,157.54,0,0.2
2082,0,-1,0,6,2,0.0,0,1,1,124,1,2507.45,0,50
2083,0,-1,0,1614,6,0.0,0,1,2,156,1,815.76,0,1.36
2084,0,-1,0,1761,2,0.5,0,1,3,840,0,1459.4,0,0.41
2085,0,-1,0,28,3,0.0,0,1,1,840,1,181.48,0,39.11
2086,0,-1,0,22,3,0.667,0,2,4,840,0,306.53,0,49.77
2087,0,-1,0,1205,2,0.0,0,2,2,76,0,280.84,0,0.61
2088,0,-1,0,18,2,0.0,0,1,2,156,0,2238.2,0,40.56
2089,0,-1,0,147,7,0.143,0,1,3,392,1,120.33,0,17.38
2090,0,-1,0,14,1,0.0,0,2,4,156,0,627.57,0,26.07
2091,0,-1,0,637,3,0.0,0,1,3,156,0,314.92,0,1.72
2092,0,-1,0,1597,1,0.0,0,1,1,840,1,126.63,0,0.23
2093,0,-1,0,23,2,0.0,0,2,4,156,1,144.75,0,31.74
2094,0,-1,0,799,1,0.0,0,2,3,156,0,171.04,0,0.46
2095,0,-1,0,1416,5,0.0,0,4,4,36,0,354.27,0,1.29
2096,0,-1,0,1624,2,0.0,0,1,2,410,0,594.0,0,0.45
2097,0,-1,0,896,2,0.0,0,1,3,840,1,395.03,0,0.81
2098,0,-1,0,848,6,0.0,0,1,1,392,1,357.67,0,2.58
2099,0,-1,0,1730,1,0.0,0,2,2,826,1,578.71,0,0.21
2100,0,-1,0,6,6,0.0,0,1,1,840,1,214.22,0,50
2101,0,-1,0,868,1,1.0,0,1,3,250,0,810.1,0,0.42
2102,0,-1,0,308,3,0.0,0,2,4,276,1,243.73,0,3.56
2103,0,-1,0,48,1,0.0,0,1,3,76,0,847.06,0,7.6
2104,0,-1,0,140,1,0.0,0,1,2,276,0,878.83,0,2.61
2105,0,-1,0,967,2,0.5,0,1,1,156,0,129.45,0,0.75
2106,0,-1,0,1634,2,0.0,0,1,3,156,0,1295.93,0,0.45
2107,0,-1,0,901,4,0.25,0,1,1,124,1,175.31,0,1.62
2108,0,-1,0,1144,1,1.0,0,2,3,250,1,823.15,0,0.32
2109,0,-1,0,702,1,0.0,0,4,4,826,1,799.27,0,0.52
2110,0,-1,0,856,1,0.0,0,1,2,250,1,1572.27,0,0.43
2111,0,-1,0,496,2,0.5,0,1,1,840,0,85.5,0,1.47
2112,0,-1,0,585,4,0.25,0,2,2,356,0,664.07,0,2.5
2113,0,-1,0,252,2,0.0,0,1,3,156,1,326.73,0,2.9
2114,0,-1,0,1497,1,1.0,0,1,2,356,1,1502.96,0,0.24
2115,0,-1,0,835,2,0.0,0,1,3,380,0,341.13,0,0.87
2116,0,-1,0,1000,4,0.25,0,2,2,826,1,584.29,0,1.46
2117,0,-1,0,52,2,0.0,0,1,2,356,0,314.35,0,14.04
2118,0,-1,0,1456,8,0.0,0,4,5,250,1,396.86,0,2.01
2119,0,-1,0,1890,1,0.0,0,1,3,156,0,202.95,0,0.19
2120,0,-1,0,716,3,0.0,0,1,3,156,1,377.73,0,1.53
2121,0,-1,0,794,1,0.0,0,3,5,36,1,482.12,0,0.46
2122,0,-1,0,1338,1,0.0,0,3,3,156,1,1246.98,0,0.27
2123,0,-1,0,1762,1,0.0,0,1,2,840,0,583.24,0,0.21
2124,0,-1,0,635,3,0.0,0,1,1,36,1,549.95,0,1.72
2125,0,-1,0,374,4,0.0,0,1,2,410,0,969.87,0,3.9
2126,0,-1,0,745,5,0.4,0,1,3,156,1,2359.17,0,2.45
2127,0,-1,0,1116,3,0.0,0,1,1,410,1,279.16,0,0.98
2128,0,-1,0,1447,4,0.5,0,1,2,276,0,1287.08,0,1.01
2129,0,-1,0,1493,5,0.2,0,1,3,276,1,191.79,0,1.22
2130,0,-1,0,1416,1,1.0,0,1,1,826,0,634.34,0,0.26
2131,0,-1,0,1181,2,0.0,0,1,2,840,0,385.02,0,0.62
2132,0,-1,0,279,3,0.333,0,3,3,840,0,967.83,0,3.92
2133,0,-1,0,1808,2,0.0,0,4,4,250,0,307.96,0,0.4
2134,0,-1,0,1247,1,0.0,0,2,3,276,1,906.58,0,0.29
2135,0,-1,0,1078,2,0.5,0,2,3,840,1,978.08,0,0.68
2136,0,-1,0,1801,2,0.0,0,2,2,156,0,584.32,0,0.41
2137,0,-1,0,261,1,0.0,0,1,2,276,1,288.51,0,1.4
2138,0,-1,0,612,2,0.0,0,1,3,410,0,482.68,0,1.19
2139,0,-1,0,870,1,0.0,0,1,3,826,0,242.34,0,0.42
2140,0,-1,0,1626,2,0.0,0,1,3,840,1,654.3,0,0.45
2141,0,-1,0,1173,1,0.0,0,2,3,380,0,569.35,0,0.31
2142,0,-1,0,20,1,0.0,0,2,3,380,1,248.34,0,18.25
2143,0,-1,0,1414,8,0.5,0,2,3,276,1,505.77,0,2.07
2144,0,-1,0,566,3,0.0,0,1,2,826,0,939.24,0,1.93
2145,0,-1,0,1047,3,0.0,0,2,2,392,1,708.23,0,1.05
2146,0,-1,0,1665,2,0.0,0,2,2,840,0,613.97,0,0.44
2147,0,-1,0,1394,2,0.0,0,2,2,276,1,456.27,0,0.52
2148,0,-1,0,466,1,0.0,0,3,3,840,1,1035.08,0,0.78
2149,0,-1,0,952,2,0.5,0,2,2,250,1,546.44,0,0.77
2150,0,-1,0,1918,5,0.0,0,1,2,124,1,286.94,0,0.95
2151,0,-1,0,66,4,0.0,0,1,3,250,1,1978.35,0,22.12
2152,0,-1,0,1522,1,0.0,0,1,3,124,1,561.46,0,0.24
2153,0,-1,0,918,3,0.0,0,1,2,840,1,387.31,0,1.19
2154,0,-1,0,615,2,0.5,0,1,2,826,1,320.45,0,1.19
2155,0,-1,0,1837,3,0.0,0,2,3,250,1,244.22,0,0.6
2156,0,-1,0,498,1,0.0,0,1,1,826,1,247.02,0,0.73
2157,0,-1,0,1307,5,0.2,0,1,3,840,1,132.4,0,1.4
2158,0,-1,0,675,6,0.167,0,2,3,826,0,130.38,0,3.24
2159,0,-1,0,91,2,0.5,0,1,3,276,0,478.32,0,8.02
2160,0,-1,0,1669,1,0.0,0,2,2,724,0,326.45,0,0.22
2161,0,-1,0,1112,9,0.222,0,1,1,392,1,194.04,0,2.95
2162,0,-1,0,1495,1,0.0,0,1,2,840,1,287.34,0,0.24
2163,0,-1,0,1831,7,0.286,0,1,2,826,1,1230.32,0,1.4
2164,0,-1,0,1060,4,0.0,0,1,1,380,0,270.89,0,1.38
2165,0,-1,0,1703,3,0.0,0,1,2,380,0,559.36,0,0.64
2166,0,-1,0,155,3,0.0,0,1,1,156,1,237.27,0,7.06
2167,0,-1,0,1534,1,0.0,0,2,2,250,1,699.74,0,0.24
2168,0,-1,0,912,1,1.0,0,1,3,840,0,996.38,0,0.4
2169,0,-1,0,21,5,0.0,0,1,3,826,1,1677.62,0,50
2170,0,-1,0,1860,8,0.375,0,1,2,380,1,1009.61,0,1.57
2171,0,-1,0,1800,6,0.333,0,1,1,156,1,575.44,0,1.22
2172,0,-1,0,1137,1,0.0,0,2,3,724,1,471.75,0,0.32
2173,0,-1,0,1109,5,0.4,0,1,3,250,1,954.94,0,1.65
2174,0,-1,0,1523,1,0.0,0,1,1,156,0,381.47,0,0.24
2175,0,-1,0,1945,1,0.0,0,1,1,250,0,1228.7,0,0.19
2176,0,-1,0,1010,3,0.0,0,1,2,156,1,497.26,0,1.08
2177,0,-1,0,180,7,0.143,0,4,6,276,1,288.92,0,14.19
2178,0,-1,0,20,4,0.25,0,2,3,250,1,575.0,0,50
2179,0,-1,0,271,2,0.0,0,2,2,76,1,202.41,0,2.69
2180,0,-1,0,164,1,1.0,0,1,1,484,0,394.75,0,2.23
2181,0,-1,0,273,3,0.0,0,1,1,392,0,234.97,0,4.01
2182,0,-1,0,8,2,0.0,0,1,1,380,0,830.93,0,50
2183,0,-1,0,573,3,0.333,0,2,2,392,1,546.06,0,1.91
2184,0,-1,0,491,5,0.2,0,2,3,392,0,188.05,0,3.72
2185,0,-1,0,1207,1,0.0,0,1,3,826,0,304.46,0,0.3
2186,0,-1,0,142,5,0.4,0,2,2,250,1,142.63,0,12.85
2187,0,-1,0,712,1,0.0,0,1,3,156,1,263.49,0,0.51
2188,0,-1,0,1850,2,1.0,0,1,1,276,1,200.43,0,0.39
2189,0,-1,0,1432,1,0.0,0,1,3,156,1,597.66,0,0.25
2190,0,-1,0,1026,3,0.0,0,2,4,36,0,284.93,0,1.07
2191,0,-1,0,10,7,0.143,0,2,2,156,1,354.01,0,50
2192,0,-1,0,201,8,0.125,0,2,4,156,1,1242.17,0,14.53
2193,0,-1,0,12,3,0.0,0,1,1,840,1,168.65,0,50
2194,0,-1,0,589,1,0.0,0,2,2,156,1,360.6,0,0.62
2195,0,-1,0,1910,3,0.0,0,2,3,36,0,303.97,0,0.57
2196,0,-1,0,1494,1,0.0,0,1,1,250,1,354.31,0,0.24
2197,0,-1,0,828,2,0.5,0,3,4,156,1,362.61,0,0.88
2198,0,-1,0,1606,5,0.2,0,1,1,826,1,792.9,0,1.14
2199,0,-1,0,412,1,0.0,0,1,3,356,0,556.01,0,0.89
2200,0,-1,0,1586,9,0.222,0,1,1,410,1,121.57,0,2.07
2201,0,-1,0,659,3,0.0,0,2,3,156,1,349.09,0,1.66
2202,0,-1,0,988,3,0.0,0,3,3,124,0,144.87,0,1.11
2203,0,-1,0,155,1,1.0,0,1,3,276,1,379.11,0,2.35
2204,0,-1,0,1416,1,0.0,0,2,4,840,1,222.72,0,0.26
2205,0,-1,0,187,5,0.4,0,3,3,36,1,259.2,0,9.76
2206,0,-1,0,125,5,0.2,0,2,2,156,1,630.1,0,14.6
2207,0,-1,0,1598,4,0.0,0,1,2,36,0,189.06,0,0.91
2208,0,-1,0,1984,1,1.0,0,2,4,276,0,237.39,0,0.18
2209,0,-1,0,1207,6,0.333,0,1,2,156,1,506.45,0,1.81
2210,0,-1,0,1740,3,0.333,0,1,2,392,1,420.27,0,0.63
2211,0,-1,0,28,2,0.0,0,3,3,410,0,1100.33,0,26.07
2212,0,-1,0,611,1,0.0,0,3,4,156,1,257.38,0,0.6
2213,0,-1,0,1176,1,0.0,0,1,2,840,1,300.63,0,0.31
2214,0,-1,0,1816,3,0.333,0,1,1,156,0,106.71,0,0.6
2215,0,-1,0,1509,2,0.0,0,1,1,392,0,1118.03,0,0.48
2216,0,-1,0,1559,3,0.667,0,2,2,840,1,385.1,0,0.7
2217,0,-1,0,570,3,0.0,0,3,5,124,1,595.57,0,1.92
2218,0,-1,0,851,4,0.0,0,2,4,276,1,317.13,0,1.72
2219,0,-1,0,1620,12,0.083,0,3,5,356,1,586.72,0,2.7
2220,0,-1,0,759,1,0.0,0,1,1,356,1,385.08,0,0.48
2221,0,-1,0,294,2,0.0,0,1,1,410,0,216.35,0,2.48
2222,0,-1,0,156,6,0.5,0,2,3,410,1,108.21,0,14.04
2223,0,-1,0,834,2,0.5,0,1,1,840,1,194.33,0,0.88
2224,0,-1,0,224,3,0.333,0,2,2,276,0,561.49,0,4.89
2225,0,-1,0,26,1,0.0,0,1,3,36,1,472.57,0,14.04
2226,0,-1,0,1509,1,0.0,0,2,2,124,1,287.92,0,0.24
2227,0,-1,0,787,5,0.0,0,1,3,124,0,262.25,0,2.32
2228,0,-1,0,998,1,0.0,0,1,3,840,1,734.03,0,0.37
2229,0,-1,0,1410,1,0.0,0,1,2,36,1,6685.33,0,0.26
2230,0,-1,0,793,2,0.5,0,2,2,156,0,338.56,0,0.92
2231,0,-1,0,14,4,0.0,0,1,1,840,1,472.57,0,50
2232,0,-1,0,592,5,0.2,0,4,5,156,0,331.13,0,3.08
2233,0,-1,0,1689,1,0.0,0,2,2,826,1,243.45,0,0.22
2234,0,-1,0,756,4,0.75,0,1,2,276,1,1336.76,0,1.93
2235,0,-1,0,686,2,0.0,0,1,2,840,1,682.08,0,1.06
2236,0,-1,0,1581,1,1.0,0,4,5,840,1,918.91,0,0.23
2237,0,-1,0,1319,2,0.0,0,1,3,826,0,597.93,0,0.55
2238,0,-1,0,661,4,0.0,0,2,2,36,0,205.22,0,2.21
2239,0,-1,0,194,4,0.75,0,1,3,724,0,277.72,0,7.53
2240,0,-1,0,1786,3,0.0,0,2,3,410,1,2604.07,0,0.61
2241,0,-1,0,1953,2,0.5,0,1,2,156,1,282.26,0,0.37
2242,0,-1,0,1716,2,0.0,0,1,1,840,0,506.32,0,0.43
2243,0,-1,0,8,1,0.0,0,1,3,840,1,680.84,0,45.62
2244,0,-1,0,21,1,0.0,0,1,3,250,1,304.9,0,17.38
2245,0,-1,0,34,3,0.667,0,4,4,724,1,309.1,0,32.21
2246,0,-1,0,499,4,0.5,0,1,1,250,1,152.22,0,2.93
2247,0,-1,0,12,1,0.0,0,1,2,356,1,171.72,0,30.42
2248,0,-1,0,495,4,0.0,0,1,3,250,1,325.64,0,2.95
2249,0,-1,0,18,2,0.0,0,1,2,840,1,174.54,0,40.56
2250,0,-1,0,937,2,0.0,0,2,3,356,1,368.09,0,0.78
2251,0,-1,0,1579,1,0.0,0,1,1,410,0,406.39,0,0.23
2252,0,-1,0,733,3,0.0,0,1,1,36,1,1226.57,0,1.49
2253,0,-1,0,1825,3,0.0,0,1,2,124,1,133.95,0,0.6
2254,0,-1,0,805,1,1.0,0,1,1,124,1,545.6,0,0.45
2255,0,-1,0,1663,1,0.0,0,2,3,76,1,778.04,0,0.22
2256,0,-1,0,1937,1,0.0,0,1,3,840,0,1658.66,0,0.19
2257,0,-1,0,9,4,0.25,0,1,1,840,0,429.82,0,50
2258,0,-1,0,811,9,0.333,0,1,3,356,1,841.93,0,4.05
2259,0,-1,0,154,2,0.0,0,1,2,392,1,1812.88,0,4.74
2260,0,-1,0,12,1,0.0,0,2,3,840,1,301.69,0,30.42
2261,0,-1,0,326,5,0.0,0,1,2,356,1,508.49,0,5.6
2262,0,-1,0,12,5,0.2,0,4,4,380,1,930.38,0,50
2263,0,-1,0,1062,2,0.0,0,2,4,156,1,355.75,0,0.69
2264,0,-1,0,1640,3,0.0,0,1,1,840,1,713.21,0,0.67
2265,0,-1,0,21,6,0.5,0,1,1,156,1,252.21,0,50
2266,0,-1,0,1230,1,0.0,0,2,2,392,1,180.06,0,0.3
2267,0,-1,0,707,1,1.0,0,1,1,156,1,150.62,0,0.52
2268,0,-1,0,761,2,0.0,0,2,3,276,0,317.45,0,0.96
2269,0,-1,0,274,1,0.0,0,1,1,250,1,504.27,0,1.33
2270,0,-1,0,1092,5,0.2,0,1,3,156,1,171.57,0,1.67
2271,0,-1,0,895,3,0.0,0,1,2,36,1,330.12,0,1.22
2272,0,-1,0,1532,3,0.0,0,1,3,276,1,550.09,0,0.71
2273,0,-1,0,27,3,0.0,0,1,1,840,1,499.55,0,40.56
2274,0,-1,0,21,2,0.0,0,2,3,392,0,785.96,0,34.76
2275,0,-1,0,951,1,1.0,0,1,1,124,0,574.56,0,0.38
2276,0,-1,0,1031,2,0.0,0,2,3,840,1,230.0,0,0.71
2277,0,-1,0,959,3,0.0,0,4,5,36,1,130.32,0,1.14
2278,0,-1,0,13,2,0.0,0,1,1,156,1,164.19,0,50
2279,0,-1,0,1241,4,0.5,0,1,1,724,1,3248.45,0,1.18
2280,0,-1,0,250,8,0.125,0,1,3,840,1,494.52,0,11.68
2281,0,-1,0,875,1,0.0,0,1,1,840,0,524.9,0,0.42
2282,0,-1,0,1753,1,0.0,0,2,2,840,0,482.47,0,0.21
2283,0,-1,0,18,1,1.0,0,1,1,826,0,267.22,0,20.28
2284,0,-1,0,677,2,0.0,0,2,4,840,1,200.53,0,1.08
2285,0,-1,0,1065,1,0.0,0,1,1,76,1,218.62,0,0.34
2286,0,-1,0,348,3,0.0,0,1,1,410,1,210.02,0,3.15
2287,0,-1,0,375,1,0.0,0,1,3,276,1,1691.29,0,0.97
