node_id,is_fraud,ring_id,ring_type,hotel_class,review_count,avg_rating,listing_age_days,cancellation_policy,country_code,is_ghost,photo_count,price_percentile
457,0,-1,0,1,299,4.3,3017,0,156,0,150,69
458,0,-1,0,2,1900,4.4,3766,2,156,0,143,86
459,0,-1,0,2,49,4.8,1868,1,250,0,196,73
460,0,-1,0,4,1938,3.3,3661,0,276,0,132,35
461,0,-1,0,1,1999,4.5,2898,1,250,0,160,33
462,0,-1,0,5,1453,3.1,4410,2,36,0,29,82
463,0,-1,0,5,1539,3.7,2539,0,826,0,55,26
464,0,-1,0,1,926,4.6,4458,2,276,0,40,50
465,0,-1,0,4,60,4.5,4298,0,276,0,97,13
466,0,-1,0,4,1863,3.6,3216,1,276,0,154,57
467,0,-1,0,2,826,3.0,4190,2,392,0,60,88
468,0,-1,0,5,1991,4.7,4051,2,826,0,62,28
469,0,-1,0,5,1014,3.9,4646,0,276,0,115,18
470,0,-1,0,1,1189,4.3,2356,1,840,0,87,53
471,0,-1,0,3,554,4.8,236,2,276,0,124,21
472,0,-1,0,5,30,4.6,3655,2,826,0,28,10
473,0,-1,0,1,133,3.2,2294,1,392,0,138,14
474,0,-1,0,5,1108,3.6,4257,1,156,0,90,15
475,0,-1,0,1,642,2.9,1179,1,840,0,51,89
476,0,-1,0,1,573,3.4,1670,0,276,0,153,57
477,0,-1,0,5,1405,4.1,3969,1,392,0,105,42
478,0,-1,0,1,1721,4.5,3422,0,250,0,102,29
479,0,-1,0,2,1283,4.6,522,0,840,0,21,69
480,0,-1,0,5,1976,3.8,336,1,276,0,125,83
481,0,-1,0,5,145,3.3,1277,1,250,0,150,86
482,0,-1,0,4,610,3.6,4018,2,276,0,43,10
483,0,-1,0,1,1281,2.9,2989,1,156,0,73,60
484,0,-1,0,2,1325,3.9,2349,1,840,0,119,90
485,0,-1,0,4,1496,4.5,4037,0,250,0,196,82
486,0,-1,0,3,1679,3.1,1275,2,36,0,179,41
487,0,-1,0,2,1615,4.1,198,1,826,0,196,70
488,0,-1,0,1,1058,3.0,3710,0,826,0,177,49
489,0,-1,0,1,61,3.4,3709,2,826,0,21,53
490,0,-1,0,5,515,4.2,2040,2,276,0,26,80
491,0,-1,0,2,1140,4.3,3747,1,826,0,96,72
492,0,-1,0,1,233,3.0,1289,1,392,0,141,35
493,0,-1,0,5,824,3.9,987,1,250,0,147,28
494,0,-1,0,1,1043,4.1,2255,0,250,0,81,41
495,0,-1,0,2,1358,3.3,4524,2,840,0,65,12
496,0,-1,0,5,109,3.2,1139,1,392,0,13,22
497,0,-1,0,2,1888,3.6,385,0,840,0,112,59
498,0,-1,0,1,1383,4.3,1369,0,156,0,175,50
499,0,-1,0,4,423,3.7,377,0,392,0,159,35
500,0,-1,0,3,775,4.1,3290,0,276,0,193,37
501,0,-1,0,1,415,2.8,230,1,276,0,27,81
502,0,-1,0,4,1643,4.7,3533,1,250,0,95,24
503,0,-1,0,2,944,4.7,327,1,826,0,169,46
504,0,-1,0,4,1040,4.5,1044,0,250,0,144,87
505,0,-1,0,4,68,2.8,4262,1,156,0,89,48
506,0,-1,0,1,1704,4.8,2377,1,392,0,50,83
507,0,-1,0,1,1991,3.2,3233,1,826,0,196,77
508,0,-1,0,3,791,3.6,166,0,392,0,58,43
509,0,-1,0,4,1222,3.1,1865,1,840,0,111,17
510,0,-1,0,5,1325,4.1,1814,1,156,0,105,18
511,0,-1,0,1,1176,2.9,2552,1,36,0,144,14
512,0,-1,0,5,858,2.8,1619,2,276,0,41,17
513,0,-1,0,5,1629,4.5,315,1,250,0,59,30
514,0,-1,0,4,420,3.6,836,2,250,0,173,52
515,0,-1,0,1,573,3.3,1831,2,840,0,191,62
516,0,-1,0,3,704,3.3,3039,2,156,0,152,55
517,0,-1,0,4,1544,4.7,292,0,250,0,153,50
518,0,-1,0,1,40,4.7,1782,1,36,0,166,53
519,0,-1,0,4,1923,4.3,4003,0,36,0,27,28
520,0,-1,0,2,420,4.3,4463,1,250,0,123,10
521,0,-1,0,4,66,4.5,2782,1,276,0,169,79
522,0,-1,0,2,233,4.1,4676,2,156,0,58,90
523,0,-1,0,2,927,4.0,1596,0,276,0,77,18
524,0,-1,0,4,1784,3.2,3250,1,826,0,123,68
525,0,-1,0,1,216,4.8,568,2,250,0,142,12
526,0,-1,0,2,1592,3.9,3776,0,392,0,139,42
527,0,-1,0,3,166,4.6,1104,0,276,0,35,33
528,0,-1,0,1,560,4.4,1959,2,250,0,181,75
529,0,-1,0,2,1185,4.0,3953,1,276,0,47,12
530,0,-1,0,4,1641,3.3,192,1,156,0,114,88
531,0,-1,0,1,1162,4.5,4972,2,826,0,68,65
532,0,-1,0,4,963,4.4,1135,0,840,0,94,19
533,0,-1,0,2,498,3.7,2352,1,156,0,31,89
534,0,-1,0,4,50,2.8,478,1,250,0,127,74
535,0,-1,0,1,399,4.3,2712,2,840,0,176,89
536,0,-1,0,3,686,4.1,4652,0,826,0,144,38
537,0,-1,0,5,148,3.1,615,1,156,0,140,10
538,0,-1,0,2,1972,4.1,4941,1,392,0,192,59
539,0,-1,0,5,1026,3.5,4089,1,276,0,85,33
540,0,-1,0,3,706,3.6,2505,0,276,0,77,87
541,0,-1,0,3,62,3.1,1615,0,276,0,77,48
542,0,-1,0,1,1447,4.3,2866,0,826,0,16,66
543,0,-1,0,2,779,3.6,869,0,36,0,63,24
544,0,-1,0,3,651,4.3,483,1,840,0,18,17
545,0,-1,0,1,711,3.0,4682,2,250,0,115,74
546,0,-1,0,3,545,4.3,3445,0,36,0,64,76
547,0,-1,0,2,145,3.3,4982,0,840,0,42,84
548,0,-1,0,1,340,4.6,1124,1,826,0,119,35
549,0,-1,0,4,1764,3.0,3657,1,36,0,111,86
550,0,-1,0,2,1795,4.1,3552,1,276,0,111,87
551,0,-1,0,1,426,4.1,2547,1,250,0,30,36
552,0,-1,0,4,953,4.1,1709,1,36,0,192,12
553,0,-1,0,4,992,2.8,106,0,250,0,164,43
554,0,-1,0,5,1682,3.2,3330,0,36,0,83,71
555,0,-1,0,4,956,4.7,4861,0,826,0,190,75
556,0,-1,0,3,159,4.0,3245,2,840,0,85,32
557,0,-1,0,5,348,3.0,1181,1,826,0,115,83
558,0,-1,0,3,636,4.5,2689,0,250,0,151,30
559,0,-1,0,3,1136,4.3,957,1,250,0,81,51
560,0,-1,0,5,466,3.1,421,2,840,0,134,51
561,0,-1,0,5,1102,4.5,3515,2,156,0,42,50
562,0,-1,0,4,1340,3.0,949,0,826,0,130,19
563,0,-1,0,5,620,2.9,3336,2,36,0,192,21
564,0,-1,0,2,480,4.8,3839,2,276,0,187,84
565,0,-1,0,5,1632,3.4,3293,2,276,0,42,86
566,0,-1,0,3,1724,3.6,1782,1,826,0,66,75
567,0,-1,0,2,894,2.8,4317,0,826,0,133,86
568,0,-1,0,1,1094,3.7,2268,0,840,0,24,52
569,0,-1,0,2,667,3.1,543,1,156,0,53,34
570,0,-1,0,2,41,4.8,3373,0,156,0,82,83
571,0,-1,0,5,1545,3.8,622,1,392,0,70,55
572,0,-1,0,2,436,4.3,2245,2,250,0,78,87
573,0,-1,0,1,1795,4.5,138,2,276,0,178,21
574,0,-1,0,4,1046,4.7,3850,0,840,0,20,43
575,0,-1,0,3,1453,3.8,3412,2,36,0,65,13
576,0,-1,0,1,693,3.5,543,1,276,0,102,16
577,0,-1,0,4,845,4.4,1657,0,156,0,10,55
578,0,-1,0,2,762,3.9,104,0,392,0,191,77
579,0,-1,0,5,937,4.7,4149,0,156,0,86,50
580,0,-1,0,5,649,4.7,4829,0,156,0,51,69
581,0,-1,0,4,826,4.3,535,1,156,0,122,63
582,0,-1,0,3,1748,4.1,4289,0,156,0,19,40
583,0,-1,0,1,1497,4.0,535,2,276,0,75,29
584,0,-1,0,3,454,4.8,3427,0,250,0,67,24
585,0,-1,0,3,1579,4.7,102,1,840,0,91,65
586,0,-1,0,5,1265,4.5,3922,1,36,0,156,28
587,0,-1,0,3,1024,4.3,2494,0,826,0,17,51
588,0,-1,0,3,427,3.3,375,1,392,0,11,49
589,0,-1,0,3,1734,4.0,113,0,250,0,62,55
590,0,-1,0,1,1393,2.8,1402,0,840,0,142,44
591,0,-1,0,5,530,4.2,3616,2,250,0,151,69
592,0,-1,0,3,1454,4.3,3077,0,826,0,22,18
593,0,-1,0,2,938,4.4,2685,1,276,0,145,32
594,0,-1,0,5,1567,3.3,3146,2,840,0,43,51
595,0,-1,0,2,1425,3.4,2065,1,840,0,57,29
596,0,-1,0,4,688,3.5,2856,2,36,0,18,78
597,0,-1,0,2,1620,4.8,283,0,392,0,31,89
598,0,-1,0,4,1822,3.5,2138,2,156,0,68,18
599,0,-1,0,5,510,3.6,2112,2,36,0,118,77
600,0,-1,0,1,1933,2.9,208,0,392,0,67,74
601,0,-1,0,3,225,3.4,2418,1,392,0,121,28
602,0,-1,0,4,1399,4.6,4231,1,276,0,77,45
603,0,-1,0,1,625,4.4,758,0,826,0,91,13
604,0,-1,0,5,1968,4.2,1240,2,392,0,93,67
605,0,-1,0,5,1213,3.2,1077,0,36,0,46,82
606,0,-1,0,2,1008,3.1,1001,0,840,0,153,54
607,0,-1,0,5,1728,2.9,1803,1,250,0,98,69
608,0,-1,0,5,859,4.0,4355,2,392,0,56,26
609,0,-1,0,3,816,4.0,3093,1,36,0,93,59
610,0,-1,0,1,1025,3.1,1136,2,156,0,35,14
611,0,-1,0,1,880,4.0,2493,1,36,0,57,67
612,0,-1,0,1,1700,3.5,762,1,276,0,195,24
613,0,-1,0,3,1802,3.9,4055,2,156,0,163,57
614,0,-1,0,2,451,2.8,3602,0,276,0,46,47
615,0,-1,0,2,391,3.6,4454,0,392,0,142,55
616,0,-1,0,4,35,3.2,3291,2,826,0,124,64
617,0,-1,0,5,95,4.3,1619,1,392,0,99,89
618,0,-1,0,4,55,4.8,312,1,36,0,169,47
619,0,-1,0,3,78,3.6,2866,0,392,0,95,31
620,0,-1,0,2,994,4.0,4319,2,156,0,99,54
621,0,-1,0,4,1517,4.2,2477,0,250,0,180,67
622,0,-1,0,3,1650,3.9,4275,0,392,0,139,52
623,0,-1,0,1,1536,4.5,1172,1,826,0,14,50
624,0,-1,0,1,1975,3.3,4038,0,826,0,31,14
625,0,-1,0,2,602,4.4,3657,2,826,0,80,30
626,0,-1,0,5,1053,2.8,2344,2,826,0,126,75
627,0,-1,0,1,1810,4.4,4103,0,276,0,30,61
628,0,-1,0,5,1210,3.1,4676,0,826,0,139,79
629,0,-1,0,5,1205,4.0,2923,2,250,0,122,45
630,0,-1,0,1,127,3.6,3079,2,250,0,162,56
631,0,-1,0,5,1880,3.9,848,2,250,0,13,27
632,0,-1,0,1,417,4.4,2521,2,36,0,132,48
633,0,-1,0,2,1513,2.8,2583,0,840,0,139,51
634,0,-1,0,2,633,4.8,4977,1,250,0,25,86
635,0,-1,0,1,697,3.2,3653,1,156,0,19,44
636,0,-1,0,3,542,4.1,2247,1,826,0,31,59
637,0,-1,0,4,854,4.1,2186,0,840,0,166,60
638,0,-1,0,4,580,3.8,3813,0,826,0,199,27
639,0,-1,0,2,487,4.7,4573,2,276,0,20,34
640,0,-1,0,3,774,4.9,1585,1,36,0,113,66
641,0,-1,0,1,1399,3.0,4254,0,840,0,184,32
642,0,-1,0,3,962,4.7,1686,2,276,0,47,18
643,0,-1,0,2,1129,3.9,3923,1,156,0,183,42
644,0,-1,0,4,1259,4.8,3563,1,840,0,13,54
645,0,-1,0,4,1497,4.6,1329,0,276,0,189,26
646,0,-1,0,2,946,3.3,3982,0,276,0,118,10
647,0,-1,0,4,1344,3.6,4191,2,840,0,103,49
648,0,-1,0,3,878,3.2,4466,2,156,0,195,31
649,0,-1,0,1,808,4.2,3999,2,156,0,177,61
650,0,-1,0,1,274,2.9,1485,2,156,0,130,89
651,0,-1,0,2,1398,4.8,2305,1,826,0,164,82
652,0,-1,0,4,1740,3.5,1240,2,392,0,135,58
653,0,-1,0,4,379,2.9,1893,2,156,0,159,59
654,0,-1,0,5,1554,4.4,1797,1,36,0,26,38
655,0,-1,0,1,1077,4.0,3932,1,392,0,51,23
656,0,-1,0,1,826,4.7,2382,0,250,0,21,37
657,0,-1,0,4,522,4.8,3013,0,36,0,128,70
658,0,-1,0,1,57,3.8,1613,2,276,0,92,68
659,0,-1,0,5,1799,3.0,3297,2,826,0,35,66
660,0,-1,0,5,149,3.5,2049,2,156,0,39,88
661,0,-1,0,2,355,4.4,3480,0,826,0,86,87
662,0,-1,0,3,1852,3.8,4087,0,36,0,156,64
663,0,-1,0,2,1639,4.0,4229,0,276,0,38,55
664,0,-1,0,3,1074,4.7,1063,0,156,0,186,17
665,0,-1,0,1,337,4.7,3869,0,276,0,115,15
666,0,-1,0,5,1613,4.6,2299,1,36,0,108,28
667,0,-1,0,5,1437,4.1,1041,0,826,0,169,24
668,0,-1,0,4,1666,3.5,1406,2,826,0,118,51
669,0,-1,0,3,1256,3.6,2174,1,392,0,115,64
670,0,-1,0,3,1551,3.7,370,0,392,0,26,28
671,0,-1,0,4,1748,3.9,2134,2,826,0,42,44
672,0,-1,0,2,1374,4.1,736,2,250,0,36,87
673,0,-1,0,3,1221,4.5,409,1,250,0,197,44
674,0,-1,0,2,1608,3.8,4288,0,276,0,99,16
675,0,-1,0,1,517,4.3,4499,1,392,0,72,80
676,0,-1,0,2,1587,3.7,3367,0,826,0,80,87
677,0,-1,0,5,1571,4.4,4750,1,156,0,164,25
678,0,-1,0,1,1761,3.1,2603,1,840,0,81,28
679,0,-1,0,2,378,4.8,3419,0,392,0,182,49
680,0,-1,0,4,892,4.7,2698,1,36,0,104,24
681,0,-1,0,4,1391,2.9,1262,0,392,0,127,59
682,0,-1,0,4,346,3.4,3953,2,156,0,130,13
683,0,-1,0,4,893,4.8,453,0,36,0,170,54
684,0,-1,0,5,632,4.3,2944,2,36,0,159,57
685,0,-1,0,5,1120,3.5,3220,2,826,0,107,76
686,0,-1,0,2,545,3.3,2609,2,276,0,94,27
687,0,-1,0,5,1059,3.5,804,2,156,0,174,66
688,0,-1,0,1,1523,3.8,887,1,250,0,35,37
689,0,-1,0,4,1114,4.4,4962,1,156,0,190,60
690,0,-1,0,3,604,2.9,664,0,250,0,29,74
691,0,-1,0,1,1359,3.4,3998,0,392,0,95,86
692,0,-1,0,1,1157,3.8,105,2,250,0,28,50
693,0,-1,0,3,1353,4.5,2544,1,392,0,178,78
694,0,-1,0,5,1401,3.9,1102,2,250,0,175,66
695,0,-1,0,3,604,4.6,4929,1,826,0,16,15
696,0,-1,0,4,464,4.4,3140,0,826,0,99,10
697,0,-1,0,4,805,4.6,4403,0,392,0,158,43
698,0,-1,0,2,301,4.2,3651,0,840,0,116,57
699,0,-1,0,5,1527,4.2,2796,1,250,0,47,77
700,0,-1,0,5,881,3.8,4105,0,276,0,126,66
701,0,-1,0,2,252,4.4,2587,0,840,0,83,55
702,0,-1,0,1,363,3.4,3581,0,36,0,42,45
703,0,-1,0,5,1332,4.3,4992,0,250,0,71,72
704,0,-1,0,1,1795,3.9,2898,0,276,0,144,87
705,0,-1,0,5,1080,3.8,1364,1,276,0,174,41
706,0,-1,0,1,1448,3.6,3186,2,36,0,160,57
707,0,-1,0,1,1034,4.4,4110,2,826,0,30,50
708,0,-1,0,2,1674,3.7,2002,0,840,0,69,29
709,0,-1,0,2,1996,3.2,3437,2,250,0,107,47
710,0,-1,0,3,1682,3.8,3371,2,276,0,181,59
711,0,-1,0,1,1934,3.3,3462,2,392,0,18,61
712,0,-1,0,1,602,3.3,2611,1,250,0,162,22
713,0,-1,0,4,460,3.4,263,0,276,0,175,57
714,0,-1,0,4,316,3.5,3894,2,840,0,100,42
715,0,-1,0,4,426,3.8,2475,2,250,0,123,31
716,0,-1,0,5,514,4.9,2605,2,392,0,150,15
717,0,-1,0,1,157,3.2,248,0,36,0,62,76
718,0,-1,0,5,1055,4.8,807,0,276,0,116,73
719,0,-1,0,1,402,4.8,1601,1,36,0,20,18
720,0,-1,0,5,514,4.0,821,0,276,0,114,52
721,0,-1,0,3,66,3.4,1525,1,156,0,130,85
722,0,-1,0,4,789,4.0,3647,0,840,0,143,63
723,0,-1,0,1,1260,4.4,451,0,392,0,32,31
724,0,-1,0,4,722,4.8,4935,0,156,0,44,57
725,0,-1,0,3,1496,4.2,1482,1,250,0,69,52
726,0,-1,0,5,1230,3.7,319,2,826,0,17,21
727,0,-1,0,2,398,3.5,3453,0,840,0,189,37
728,0,-1,0,1,1428,3.1,4730,2,156,0,157,44
729,0,-1,0,4,271,4.5,1296,0,156,0,125,83
730,0,-1,0,4,1419,2.9,3852,2,826,0,106,29
731,0,-1,0,3,499,4.1,2160,0,392,0,108,82
732,0,-1,0,2,560,4.1,623,2,392,0,138,20
733,0,-1,0,3,1076,4.4,2016,2,276,0,72,26
734,0,-1,0,3,1100,3.4,1160,0,840,0,19,26
735,0,-1,0,4,1552,3.8,4868,2,156,0,129,76
736,0,-1,0,3,537,4.9,1256,1,840,0,54,72
737,0,-1,0,3,414,4.4,1743,2,840,0,55,79
738,0,-1,0,5,1539,4.6,1930,2,36,0,53,15
739,0,-1,0,3,1521,3.6,4264,2,840,0,147,33
740,0,-1,0,1,499,4.6,498,1,156,0,139,73
741,0,-1,0,5,722,4.4,1566,1,840,0,190,18
742,0,-1,0,5,340,3.5,3465,1,276,0,100,88
743,0,-1,0,2,455,4.2,424,1,840,0,160,75
744,0,-1,0,5,1859,4.3,2072,1,276,0,134,87
745,0,-1,0,4,1843,4.8,4665,2,276,0,124,59
746,0,-1,0,4,1609,2.8,1307,1,392,0,134,21
747,0,-1,0,4,947,3.4,1907,1,156,0,82,55
748,0,-1,0,4,1840,4.7,4101,1,840,0,58,63
749,0,-1,0,4,1232,3.9,3652,2,276,0,180,20
750,0,-1,0,5,1574,4.1,4688,1,156,0,184,18
751,0,-1,0,4,546,3.8,4653,1,826,0,90,85
752,0,-1,0,2,1920,4.8,3099,2,826,0,97,30
753,0,-1,0,2,94,4.8,1978,2,276,0,108,71
754,0,-1,0,1,1847,4.8,562,2,250,0,115,24
755,0,-1,0,3,739,3.3,4939,2,156,0,181,88
756,0,-1,0,2,1384,3.9,3515,0,826,0,107,55
757,0,-1,0,5,1652,3.6,3054,0,826,0,57,81
758,0,-1,0,4,1827,3.6,2199,1,826,0,63,67
759,0,-1,0,3,1884,3.9,1177,2,250,0,23,37
760,0,-1,0,5,558,3.1,3625,0,276,0,145,82
761,0,-1,0,2,677,4.9,678,0,156,0,85,82
762,0,-1,0,3,1226,4.3,3034,1,826,0,44,43
763,0,-1,0,5,97,3.5,4157,0,392,0,10,53
764,0,-1,0,1,1819,4.5,2912,0,392,0,177,27
765,0,-1,0,5,1600,3.1,3736,1,392,0,121,62
766,0,-1,0,4,690,4.7,3105,1,250,0,172,72
767,0,-1,0,4,1568,4.8,1513,0,826,0,139,51
768,0,-1,0,5,818,3.1,4261,2,250,0,91,43
769,0,-1,0,5,1367,4.4,4828,1,156,0,134,67
770,0,-1,0,3,60,4.5,1825,1,840,0,187,28
771,0,-1,0,2,868,4.9,1389,2,826,0,34,79
772,0,-1,0,2,1823,3.9,2239,1,156,0,115,42
773,0,-1,0,5,964,3.5,4826,0,392,0,23,33
774,0,-1,0,5,1229,4.5,3880,2,250,0,95,20
775,0,-1,0,2,1416,3.1,1341,0,276,0,53,80
776,0,-1,0,2,849,3.5,4596,2,156,0,50,16
777,0,-1,0,2,1320,3.0,4685,0,276,0,60,56
778,0,-1,0,1,475,3.4,1887,0,840,0,75,36
779,0,-1,0,5,1787,3.7,2214,1,276,0,153,88
780,0,-1,0,3,252,4.6,2138,0,250,0,191,44
781,0,-1,0,2,1728,3.9,506,0,156,0,139,70
782,0,-1,0,1,1321,4.2,3541,0,250,0,144,18
783,0,-1,0,2,1767,4.3,4993,1,250,0,107,80
784,0,-1,0,3,1186,4.0,4410,0,36,0,138,87
785,0,-1,0,2,968,4.5,311,0,840,0,142,64
786,0,-1,0,3,330,3.7,3650,2,826,0,27,81
787,0,-1,0,4,1790,4.6,3101,0,156,0,40,74
788,0,-1,0,2,911,3.7,403,1,840,0,83,69
789,0,-1,0,3,1356,3.7,623,0,250,0,35,50
790,0,-1,0,3,348,3.6,299,1,36,0,137,61
791,0,-1,0,5,186,4.2,2796,2,840,0,40,87
792,0,-1,0,3,644,3.5,124,0,156,0,26,88
793,0,-1,0,4,1881,3.4,1278,1,156,0,54,88
794,0,-1,0,2,1566,4.8,3499,2,826,0,182,39
795,0,-1,0,3,141,3.5,935,0,276,0,77,68
796,0,-1,0,1,70,3.1,2156,2,826,0,33,68
797,0,-1,0,1,479,4.3,635,1,840,0,75,21
798,0,-1,0,2,475,4.4,4110,0,840,0,16,78
799,0,-1,0,5,439,3.2,4393,0,156,0,155,25
800,1,30,2,4,45,5.0,3,0,826,1,8,12
801,1,30,2,3,49,5.0,55,0,792,1,8,20
802,1,30,2,3,67,4.9,11,0,840,1,9,19
803,1,31,2,5,16,5.0,46,0,380,1,6,32
804,1,31,2,4,65,4.8,22,0,826,1,8,28
805,1,31,2,3,21,4.9,3,0,826,1,3,35
806,1,32,2,5,26,4.9,19,0,724,1,6,17
807,1,33,2,3,56,4.6,12,0,300,1,6,24
808,1,33,2,5,46,4.6,17,0,826,1,5,37
809,1,34,2,3,71,4.6,24,0,792,1,3,19
810,1,34,2,5,54,4.9,40,0,792,1,7,16
811,1,35,2,5,34,5.0,43,0,724,1,7,15
812,1,35,2,5,71,4.9,24,0,724,1,8,12
813,1,35,2,3,64,4.9,55,0,840,1,9,17
814,1,36,2,3,51,4.7,6,0,724,1,6,28
815,1,36,2,3,55,4.6,55,0,380,1,5,34
816,1,36,2,5,24,4.8,16,0,724,1,4,35
817,1,37,2,4,28,4.9,38,0,840,1,5,10
818,1,38,2,5,11,5.0,33,0,840,1,4,34
819,1,38,2,5,39,4.6,14,0,300,1,8,17
820,1,38,2,5,71,4.9,34,0,792,1,7,34
821,1,39,2,4,72,4.6,39,0,724,1,3,16
822,1,40,2,3,71,4.9,16,0,826,1,9,15
823,1,40,2,4,32,4.9,47,0,724,1,7,11
824,1,40,2,3,61,4.6,53,0,724,1,5,23
825,1,41,2,4,34,5.0,25,0,380,1,7,19
826,1,41,2,4,77,4.8,32,0,840,1,4,10
827,1,42,2,3,39,4.9,9,0,826,1,9,32
828,1,42,2,4,45,4.7,45,0,840,1,5,17
829,1,43,2,5,31,4.7,14,0,724,1,6,18
830,1,43,2,3,17,4.9,25,0,840,1,3,28
831,1,43,2,4,57,4.9,10,0,380,1,5,24
832,1,44,2,4,44,4.7,31,0,826,1,5,16
833,1,44,2,3,67,4.9,21,0,300,1,4,19
834,1,45,2,4,17,4.7,42,0,724,1,3,27
835,1,46,2,3,45,4.7,50,0,792,1,8,29
836,1,46,2,4,69,4.9,24,0,380,1,6,10
837,1,47,2,3,23,4.7,24,0,840,1,8,20
838,1,47,2,5,38,4.8,53,0,300,1,6,24
839,1,48,2,4,27,4.7,24,0,792,1,4,31
840,1,48,2,3,61,4.8,16,0,300,1,7,26
841,1,49,2,3,61,4.7,27,0,826,1,5,16
842,1,49,2,5,30,4.9,3,0,826,1,9,30
843,1,49,2,3,40,4.7,18,0,826,1,7,25
844,1,50,2,4,42,4.8,33,0,300,1,7,28
845,1,50,2,4,55,4.8,43,0,300,1,7,24
846,1,50,2,3,73,4.8,32,0,300,1,5,38
847,1,51,2,5,33,4.7,30,0,792,1,7,22
848,1,52,2,3,14,4.7,6,0,840,1,9,27
849,1,52,2,4,51,5.0,36,0,380,1,9,10
850,1,52,2,3,68,4.7,10,0,300,1,8,17
851,1,53,2,4,39,4.6,21,0,826,1,8,21
852,1,54,2,3,40,4.6,57,0,724,1,9,38
853,1,54,2,3,17,4.8,21,0,840,1,6,19
