node_id,is_fraud,ring_id,ring_type,point_balance,lifetime_points,redemption_count_30d,transfer_count_30d,account_age_days,status_tier,suspicious_velocity
1254,0,-1,0,113653,358444,1,0,25,0,0
1255,0,-1,0,79709,63472,3,1,1182,0,0
1256,0,-1,0,6342,392913,1,0,22,0,0
1257,0,-1,0,685,103629,2,0,1552,1,0
1258,0,-1,0,124695,248316,2,0,801,2,0
1259,0,-1,0,27865,11520,4,1,1350,2,0
1260,0,-1,0,34718,395929,2,0,641,0,0
1261,0,-1,0,99196,13657,3,0,179,2,0
1262,0,-1,0,5006,155045,4,0,779,1,0
1263,0,-1,0,72064,18915,4,0,1385,0,0
1264,0,-1,0,111597,309723,3,0,675,0,0
1265,0,-1,0,119909,425406,4,0,16,0,0
1266,0,-1,0,100885,492110,3,1,822,0,0
1267,0,-1,0,145822,460713,3,0,1024,0,0
1268,0,-1,0,162736,232876,0,1,10,0,0
1269,0,-1,0,128811,45940,4,1,1642,0,0
1270,0,-1,0,95826,83793,4,0,23,1,0
1271,0,-1,0,148148,298481,1,0,1104,0,0
1272,0,-1,0,86466,51012,1,1,1056,1,0
1273,0,-1,0,43279,49061,1,0,1908,1,0
1274,0,-1,0,7757,205086,2,1,1177,1,0
1275,0,-1,0,118827,307507,2,1,6,1,0
1276,0,-1,0,32402,222987,4,0,741,2,0
1277,0,-1,0,123485,161697,4,0,595,0,0
1278,0,-1,0,181366,145817,1,0,8,0,0
1279,0,-1,0,108682,383555,3,0,1826,1,0
1280,0,-1,0,13945,49671,4,1,16,2,0
1281,0,-1,0,184473,174336,4,0,23,1,0
1282,0,-1,0,196294,460298,3,1,1697,0,0
1283,0,-1,0,23842,338485,4,0,7,2,0
1284,0,-1,0,33177,386138,3,0,1865,0,0
1285,0,-1,0,73725,410614,3,0,1546,2,0
1286,0,-1,0,128233,233765,2,0,852,0,0
1287,0,-1,0,138215,223510,3,1,21,1,0
1288,0,-1,0,145780,438322,0,1,701,0,0
1289,0,-1,0,178220,383430,3,0,323,0,0
1290,0,-1,0,41398,108100,0,0,232,0,0
1291,0,-1,0,185448,345942,0,1,818,0,0
1292,0,-1,0,162805,124934,3,0,1265,2,0
1293,0,-1,0,190549,408353,1,0,75,1,0
1294,0,-1,0,71429,348450,3,1,21,0,0
1295,0,-1,0,107577,186398,4,1,1033,0,0
1296,0,-1,0,195071,229628,2,1,579,1,0
1297,0,-1,0,88724,477682,4,0,27,0,0
1298,0,-1,0,27338,462583,0,0,830,1,0
1299,0,-1,0,187794,17163,1,1,1238,0,0
1300,0,-1,0,62979,189323,1,1,3,0,0
1301,0,-1,0,148294,334376,4,0,1794,0,0
1302,0,-1,0,53918,5653,4,1,1859,1,0
1303,0,-1,0,131103,256655,0,0,20,0,0
1304,0,-1,0,191487,74326,1,0,1478,0,0
1305,0,-1,0,88345,136590,2,1,1000,0,0
1306,0,-1,0,4183,20321,1,1,766,1,0
1307,0,-1,0,78622,230443,0,1,1070,1,0
1308,0,-1,0,81475,432904,0,0,9,0,0
1309,0,-1,0,188038,461105,1,1,1244,0,0
1310,0,-1,0,116569,38007,2,1,167,0,0
1311,0,-1,0,133497,285668,4,1,1964,2,0
1312,0,-1,0,134282,176663,0,1,1526,0,0
1313,0,-1,0,176695,361396,2,1,1400,1,0
1314,0,-1,0,127179,302718,0,1,1785,0,0
1315,0,-1,0,3230,296309,2,1,539,0,0
1316,0,-1,0,52125,276232,2,1,1016,0,0
1317,0,-1,0,126983,208192,3,0,1844,1,0
1318,0,-1,0,186864,210037,0,0,3,0,0
1319,0,-1,0,53468,359231,3,0,1521,0,0
1320,0,-1,0,2122,281372,2,0,1326,0,0
1321,0,-1,0,173017,133935,3,0,1326,1,0
1322,0,-1,0,24544,113000,0,1,1488,0,0
1323,0,-1,0,7192,145658,4,0,765,0,0
1324,0,-1,0,99664,92196,2,1,7,1,0
1325,0,-1,0,102592,348668,0,1,798,1,0
1326,0,-1,0,145821,188130,0,1,368,0,0
1327,0,-1,0,172950,44313,3,1,579,0,0
1328,0,-1,0,123499,327385,2,1,344,1,0
1329,0,-1,0,182041,65020,1,0,16,1,0
1330,0,-1,0,108101,209553,0,1,347,0,0
1331,0,-1,0,35678,397904,1,1,1621,0,0
1332,0,-1,0,105302,470522,0,1,577,0,0
1333,0,-1,0,11915,233325,4,0,1750,0,0
1334,0,-1,0,43502,159322,2,1,1576,0,0
1335,0,-1,0,36585,395758,3,1,369,0,0
1336,0,-1,0,183660,7323,4,1,888,0,0
1337,0,-1,0,672,283941,1,0,14,0,0
1338,0,-1,0,13681,355333,0,1,1603,1,0
1339,0,-1,0,135390,137558,1,0,788,1,0
1340,0,-1,0,177478,489369,4,1,1756,0,0
1341,0,-1,0,71297,200400,3,0,1773,0,0
1342,0,-1,0,86413,341566,0,0,881,1,0
1343,0,-1,0,183505,198923,4,0,24,3,0
1344,0,-1,0,84999,62711,0,1,19,3,0
1345,0,-1,0,59074,17198,0,1,113,0,0
1346,0,-1,0,137146,427520,2,1,1314,0,0
1347,0,-1,0,133496,233138,4,0,1035,1,0
1348,0,-1,0,182075,170080,3,0,969,0,0
1349,0,-1,0,191150,77831,4,1,1370,0,0
1350,0,-1,0,40418,428377,0,1,709,0,0
1351,0,-1,0,16913,172615,2,1,675,0,0
1352,0,-1,0,183255,287207,4,0,1727,0,0
1353,0,-1,0,102968,419444,3,1,617,0,0
1354,0,-1,0,80798,12104,0,0,15,0,0
1355,0,-1,0,29555,283429,3,1,181,0,0
1356,0,-1,0,55899,38868,3,1,1250,0,0
1357,0,-1,0,95542,106187,2,1,317,3,0
1358,0,-1,0,150056,149150,2,1,399,0,0
1359,0,-1,0,6423,134724,4,0,752,1,0
1360,0,-1,0,9156,286480,1,1,1582,0,0
1361,0,-1,0,120216,7692,1,0,1873,1,0
1362,0,-1,0,188877,88633,4,0,623,0,0
1363,0,-1,0,197783,288191,1,0,1408,0,0
1364,0,-1,0,3446,191221,2,0,4,0,0
1365,0,-1,0,144831,26798,0,0,1669,2,0
1366,0,-1,0,101766,183440,3,0,299,0,0
1367,0,-1,0,13211,283613,2,1,924,3,0
1368,0,-1,0,160089,164099,3,1,1876,0,0
1369,0,-1,0,71571,85658,0,1,363,0,0
1370,0,-1,0,149456,445544,4,0,629,0,0
1371,0,-1,0,95940,176268,2,0,1373,0,0
1372,0,-1,0,127348,378822,1,1,437,1,0
1373,0,-1,0,176421,6852,1,1,11,1,0
1374,0,-1,0,76489,97419,3,1,828,1,0
1375,0,-1,0,129735,404575,4,0,763,0,0
1376,0,-1,0,130578,194241,4,1,788,0,0
1377,0,-1,0,158692,154942,3,0,28,2,0
1378,0,-1,0,48936,87355,2,0,1433,1,0
1379,0,-1,0,21985,228261,3,1,595,1,0
1380,0,-1,0,27790,311626,3,1,1432,0,0
1381,0,-1,0,100443,263935,2,0,1035,1,0
1382,0,-1,0,164492,179195,3,1,470,1,0
1383,0,-1,0,98739,292898,3,1,1514,0,0
1384,0,-1,0,95402,191249,2,1,410,0,0
1385,0,-1,0,81058,150977,4,0,1267,1,0
1386,0,-1,0,19881,5134,3,0,567,1,0
1387,0,-1,0,16262,335069,2,1,3,0,0
1388,0,-1,0,13832,120907,0,1,1456,2,0
1389,0,-1,0,194170,47204,1,0,1983,1,0
1390,0,-1,0,178231,366255,3,1,953,0,0
1391,0,-1,0,106181,126825,4,0,1331,1,0
1392,0,-1,0,143576,219772,4,0,233,1,0
1393,0,-1,0,121841,409857,0,0,13,1,0
1394,0,-1,0,70367,30828,2,1,25,0,0
1395,0,-1,0,133341,472138,1,1,1800,1,0
1396,0,-1,0,20665,102704,2,0,12,0,0
1397,0,-1,0,144653,86066,2,0,14,2,0
1398,0,-1,0,175590,97097,0,1,1201,0,0
1399,0,-1,0,98850,248479,1,1,573,0,0
1400,0,-1,0,10399,473851,3,1,1662,0,0
1401,0,-1,0,54509,35417,0,1,261,1,0
1402,0,-1,0,6733,423203,0,1,497,0,0
1403,0,-1,0,51116,235003,3,0,509,0,0
1404,0,-1,0,150717,172078,2,1,346,0,0
1405,0,-1,0,150336,422463,3,0,435,2,0
1406,0,-1,0,193735,90444,0,0,1815,1,0
1407,0,-1,0,172080,440570,0,1,281,2,0
1408,0,-1,0,73472,214609,3,0,1460,1,0
1409,0,-1,0,41946,310126,1,0,1273,0,0
1410,0,-1,0,143024,327255,2,0,787,0,0
1411,0,-1,0,78051,325844,4,0,28,1,0
1412,0,-1,0,92821,372255,3,0,88,1,0
1413,0,-1,0,121627,161882,3,0,1989,0,0
1414,0,-1,0,60542,414210,4,0,384,1,0
1415,0,-1,0,18255,462053,1,1,1944,2,0
1416,0,-1,0,78480,434707,1,0,148,0,0
1417,0,-1,0,8805,109324,2,1,1948,0,0
1418,0,-1,0,173163,497268,0,1,1039,0,0
1419,0,-1,0,15831,487301,4,1,29,0,0
1420,0,-1,0,195914,250493,0,0,1153,0,0
1421,0,-1,0,168105,94669,1,0,395,0,0
1422,0,-1,0,62001,358823,3,1,269,0,0
1423,0,-1,0,149622,257942,0,0,8,1,0
1424,0,-1,0,23291,36465,1,0,430,0,0
1425,0,-1,0,172642,446193,2,1,1361,2,0
1426,0,-1,0,158018,67527,3,0,601,0,0
1427,0,-1,0,116895,87575,3,0,29,0,0
1428,0,-1,0,182348,50097,0,1,1719,1,0
1429,0,-1,0,10655,470350,4,1,7,0,0
1430,0,-1,0,33020,20481,2,0,7,2,0
1431,0,-1,0,98828,144137,3,1,1460,2,0
1432,0,-1,0,78756,448561,4,0,1410,1,0
1433,0,-1,0,112956,165813,3,1,214,0,0
1434,0,-1,0,75896,47501,2,0,805,0,0
1435,0,-1,0,55422,301027,2,0,1570,1,0
1436,0,-1,0,160103,422591,1,0,11,2,0
1437,0,-1,0,195386,39979,1,0,1,0,0
1438,0,-1,0,8431,159160,0,1,501,1,0
1439,0,-1,0,79835,420500,0,1,1977,0,0
1440,0,-1,0,6275,339676,3,0,587,1,0
1441,0,-1,0,141336,87383,0,1,263,0,0
1442,0,-1,0,168672,458933,0,0,1021,0,0
1443,0,-1,0,78641,89128,2,0,470,0,0
1444,0,-1,0,84609,322031,3,0,481,0,0
1445,0,-1,0,176911,316650,2,1,462,0,0
1446,0,-1,0,40869,216052,3,1,643,1,0
1447,0,-1,0,48148,208841,0,1,1127,0,0
1448,0,-1,0,60869,65197,3,0,1126,2,0
1449,0,-1,0,149717,355903,0,0,640,1,0
1450,0,-1,0,181474,217321,0,1,1743,0,0
1451,0,-1,0,70643,40950,4,0,1402,0,0
1452,0,-1,0,71150,131550,4,1,6,0,0
1453,0,-1,0,123460,195814,1,0,3,1,0
1454,0,-1,0,16901,291755,2,0,1314,0,0
1455,0,-1,0,16308,53598,2,1,494,0,0
1456,0,-1,0,32781,239533,4,0,1686,0,0
1457,0,-1,0,56809,450267,3,1,1273,0,0
1458,0,-1,0,105336,53784,2,0,1970,2,0
1459,0,-1,0,148787,137170,1,0,1703,1,0
1460,0,-1,0,82829,178247,1,1,1709,0,0
1461,0,-1,0,151554,272455,3,0,11,1,0
1462,0,-1,0,25705,62200,2,0,1072,1,0
1463,0,-1,0,1565,100031,3,0,352,0,0
1464,0,-1,0,78775,136327,2,0,1613,2,0
1465,0,-1,0,1840,154029,0,0,1583,3,0
1466,0,-1,0,61406,82063,3,1,1585,2,0
1467,0,-1,0,195391,173425,3,0,3,2,0
1468,0,-1,0,41420,429690,2,1,188,1,0
1469,0,-1,0,101790,352215,3,1,171,0,0
1470,0,-1,0,149580,286821,3,0,895,0,0
1471,0,-1,0,57698,43842,1,1,1620,0,0
1472,0,-1,0,151208,66525,0,0,851,0,0
1473,0,-1,0,104158,278651,2,1,460,0,0
1474,0,-1,0,66267,333282,3,0,19,1,0
1475,0,-1,0,31486,199527,0,1,925,0,0
1476,0,-1,0,196095,339110,2,1,1509,1,0
1477,0,-1,0,94573,471402,3,1,536,0,0
1478,0,-1,0,167060,140217,3,0,770,3,0
1479,0,-1,0,168894,425275,0,0,651,0,0
1480,0,-1,0,33564,258279,0,1,631,0,0
1481,0,-1,0,191024,286584,4,0,1664,0,0
1482,0,-1,0,135742,56639,4,0,1616,0,0
1483,0,-1,0,15823,196576,1,1,700,1,0
1484,0,-1,0,112206,67908,2,1,232,0,0
1485,0,-1,0,175006,91180,3,1,29,0,0
1486,0,-1,0,62099,360154,4,0,187,0,0
1487,0,-1,0,83317,183923,1,1,91,2,0
1488,0,-1,0,25803,438968,4,1,12,0,0
1489,0,-1,0,47237,427964,4,0,1464,0,0
1490,0,-1,0,181137,107029,2,0,1555,1,0
1491,0,-1,0,147127,486280,1,0,609,1,0
1492,0,-1,0,63389,353590,0,0,1969,2,0
1493,0,-1,0,74683,72931,0,0,1645,0,0
1494,0,-1,0,126587,486907,4,0,413,1,0
1495,0,-1,0,175869,209157,1,0,711,0,0
1496,0,-1,0,8432,481141,4,0,6,2,0
1497,0,-1,0,188450,337151,3,0,22,0,0
1498,0,-1,0,93013,240899,1,0,9,1,0
1499,0,-1,0,33907,330337,0,0,819,3,0
1500,0,-1,0,105819,333881,1,0,769,0,0
1501,0,-1,0,181380,280332,0,1,360,0,0
1502,0,-1,0,136280,286465,4,1,22,2,0
1503,0,-1,0,182696,464298,4,0,970,0,0
1504,0,-1,0,71944,428556,2,1,300,2,0
1505,0,-1,0,122092,107032,0,0,1423,1,0
1506,0,-1,0,138978,351902,3,0,1775,0,0
1507,0,-1,0,104826,208385,1,0,1418,0,0
1508,0,-1,0,50363,388325,0,1,296,0,0
1509,0,-1,0,19170,68004,3,0,412,0,0
1510,0,-1,0,46032,45734,2,1,50,1,0
1511,0,-1,0,31714,399791,4,0,766,0,0
1512,0,-1,0,142400,379416,3,1,912,1,0
1513,0,-1,0,15689,237893,0,0,444,0,0
1514,0,-1,0,186684,155134,0,1,8,2,0
1515,0,-1,0,130120,376296,2,0,46,2,0
1516,0,-1,0,74498,56466,1,1,1566,0,0
1517,0,-1,0,55389,234859,0,1,553,0,0
1518,0,-1,0,196326,219487,2,0,815,0,0
1519,0,-1,0,25614,337439,2,1,12,1,0
1520,0,-1,0,152675,460083,1,1,130,0,0
1521,0,-1,0,126341,410468,2,1,189,0,0
1522,0,-1,0,11214,93096,1,1,1017,0,0
1523,0,-1,0,128729,403450,3,1,1278,0,0
1524,0,-1,0,123573,433326,3,0,547,0,0
1525,0,-1,0,38996,77429,1,0,514,1,0
1526,0,-1,0,23651,412144,2,1,938,0,0
1527,0,-1,0,35859,285818,3,1,640,2,0
1528,0,-1,0,58108,332729,2,1,1903,0,0
1529,0,-1,0,106523,465176,4,0,1589,0,0
1530,0,-1,0,16033,373015,3,0,1091,1,0
1531,0,-1,0,44654,277610,2,0,1427,0,0
1532,0,-1,0,72438,128041,4,0,1022,2,0
1533,0,-1,0,164045,358602,0,1,553,0,0
1534,0,-1,0,94304,154111,2,1,1896,1,0
1535,0,-1,0,18225,46403,4,1,1452,0,0
1536,0,-1,0,148709,10677,3,0,610,1,0
1537,0,-1,0,174631,355182,2,0,905,0,0
1538,0,-1,0,125258,116159,3,1,1550,0,0
1539,0,-1,0,19035,144388,0,0,941,0,0
1540,0,-1,0,173083,438940,0,0,1467,0,0
1541,0,-1,0,48873,487972,1,0,2,0,0
1542,0,-1,0,141763,466534,3,1,206,2,0
1543,0,-1,0,98846,158655,1,1,28,0,0
1544,0,-1,0,162102,35703,0,1,1426,2,0
1545,0,-1,0,100897,100950,3,0,1922,1,0
1546,0,-1,0,183995,127427,4,1,205,1,0
1547,0,-1,0,145923,311802,1,1,991,0,0
1548,0,-1,0,62894,64673,4,0,410,0,0
1549,0,-1,0,81006,268769,3,1,891,2,0
1550,0,-1,0,172525,275964,0,0,944,0,0
1551,0,-1,0,115124,86421,1,1,1985,1,0
1552,0,-1,0,57691,184140,2,1,1060,0,0
1553,0,-1,0,173968,7571,4,0,973,2,0
1554,0,-1,0,93929,434841,1,1,1765,1,0
1555,0,-1,0,46710,420303,1,0,5,0,0
1556,0,-1,0,133976,37543,1,1,692,1,0
1557,0,-1,0,95546,193387,2,1,612,0,0
1558,0,-1,0,89917,250493,0,1,16,0,0
1559,0,-1,0,41529,317355,1,0,1529,0,0
1560,0,-1,0,30619,71960,2,1,14,2,0
1561,0,-1,0,43663,488164,2,1,1377,0,0
1562,0,-1,0,132808,299850,2,1,910,2,0
1563,0,-1,0,152920,147962,4,0,1294,0,0
1564,0,-1,0,142999,65978,0,0,1544,1,0
1565,0,-1,0,149147,497096,2,1,9,0,0
1566,0,-1,0,2802,178216,1,0,1884,1,0
1567,0,-1,0,21575,6215,1,1,1495,0,0
1568,0,-1,0,62353,165845,0,1,1572,2,0
1569,0,-1,0,157602,253518,2,1,19,1,0
1570,0,-1,0,6220,101990,2,1,214,0,0
1571,0,-1,0,154094,444992,3,1,1784,0,0
1572,0,-1,0,40287,136443,2,1,376,1,0
1573,0,-1,0,178613,111803,2,0,1425,0,0
1574,0,-1,0,158018,196485,3,0,302,2,0
1575,0,-1,0,133494,447395,4,1,1174,1,0
1576,0,-1,0,55875,96820,4,1,1126,0,0
1577,0,-1,0,27111,109669,1,1,859,0,0
1578,0,-1,0,1847,46802,0,1,6,0,0
1579,0,-1,0,182857,385414,4,0,1901,1,0
1580,0,-1,0,179774,120161,0,0,547,1,0
1581,0,-1,0,53467,163779,4,0,824,0,0
1582,0,-1,0,126627,6597,2,1,253,0,0
1583,0,-1,0,80350,39545,1,1,1278,0,0
1584,0,-1,0,175491,28981,4,1,13,0,0
1585,0,-1,0,130192,6522,4,1,1667,2,0
1586,0,-1,0,13408,435368,1,0,1249,0,0
1587,0,-1,0,94882,476270,1,1,724,0,0
1588,0,-1,0,136862,166580,3,0,617,0,0
1589,0,-1,0,13509,62309,3,0,1533,0,0
1590,0,-1,0,54491,224747,4,1,1675,0,0
1591,0,-1,0,147528,366104,3,0,298,0,0
1592,0,-1,0,25352,30226,1,0,955,0,0
1593,0,-1,0,96327,272648,4,0,1959,2,0
1594,0,-1,0,72911,158074,1,0,572,0,0
1595,0,-1,0,115327,329581,0,0,308,2,0
1596,0,-1,0,160701,197304,2,0,1763,2,0
1597,0,-1,0,153417,100530,4,0,1309,1,0
1598,0,-1,0,179761,321230,1,1,1631,1,0
1599,0,-1,0,49217,368597,1,0,345,0,0
1600,0,-1,0,134708,306167,4,0,1926,0,0
1601,0,-1,0,108469,406012,3,0,1169,0,0
1602,0,-1,0,133492,349056,1,1,814,0,0
1603,0,-1,0,31451,58198,1,1,705,0,0
1604,0,-1,0,29687,93507,4,1,356,0,0
1605,0,-1,0,37180,218639,4,1,16,1,0
1606,0,-1,0,78802,456652,4,1,515,0,0
1607,0,-1,0,116090,20022,2,0,94,0,0
1608,0,-1,0,1615,126156,2,1,217,2,0
1609,0,-1,0,63142,54841,3,1,1394,0,0
1610,0,-1,0,40732,102763,0,0,4,1,0
1611,0,-1,0,25149,141219,4,0,1933,0,0
1612,0,-1,0,145549,95938,0,0,952,0,0
1613,0,-1,0,54296,434431,3,1,1390,0,0
1614,0,-1,0,85288,121221,3,0,1500,3,0
1615,0,-1,0,98967,273367,3,0,1755,1,0
1616,0,-1,0,88468,49317,2,1,1269,1,0
1617,0,-1,0,190217,343532,3,1,219,2,0
1618,0,-1,0,122529,348769,3,0,1744,0,0
1619,0,-1,0,120143,106879,2,0,1436,2,0
1620,0,-1,0,152028,391324,1,1,714,0,0
1621,0,-1,0,112310,233542,2,0,474,0,0
1622,0,-1,0,23853,99343,0,0,793,0,0
1623,0,-1,0,155015,65983,4,1,541,2,0
1624,0,-1,0,86655,88764,1,0,1838,0,0
1625,0,-1,0,145574,15764,2,0,1924,2,0
1626,0,-1,0,41358,125467,1,0,97,1,0
1627,0,-1,0,131450,272488,1,1,8,0,0
1628,0,-1,0,73865,180271,2,0,18,0,0
1629,0,-1,0,102325,22300,3,0,585,3,0
1630,0,-1,0,106159,422374,4,1,1119,0,0
1631,0,-1,0,90210,334113,4,0,1546,2,0
1632,0,-1,0,60372,226546,1,1,1831,1,0
1633,0,-1,0,90035,75246,2,1,1574,0,0
1634,0,-1,0,38975,166091,1,0,433,1,0
1635,0,-1,0,79193,284885,0,0,1547,0,0
1636,0,-1,0,180913,284952,3,0,1859,0,0
1637,0,-1,0,12703,394236,1,0,1508,0,0
1638,0,-1,0,42909,276201,1,1,1718,0,0
1639,0,-1,0,160333,168847,1,0,151,0,0
1640,0,-1,0,187556,444252,4,0,690,0,0
1641,0,-1,0,60361,7576,1,0,1715,0,0
1642,0,-1,0,142634,427661,3,0,572,0,0
1643,0,-1,0,30854,181791,1,0,699,0,0
1644,0,-1,0,18957,141283,1,1,1384,0,0
1645,0,-1,0,49874,154753,4,1,741,0,0
1646,0,-1,0,104046,270562,3,0,53,2,0
1647,0,-1,0,190795,329842,4,1,1797,0,0
1648,0,-1,0,23605,229317,1,1,1564,0,0
1649,0,-1,0,187193,203481,1,1,1180,1,0
1650,0,-1,0,55436,436717,2,0,11,2,0
1651,0,-1,0,12616,437072,2,0,1181,1,0
1652,0,-1,0,99720,282406,3,1,1222,1,0
1653,0,-1,0,15793,45754,1,0,170,0,0
1654,0,-1,0,133256,62946,2,0,423,2,0
1655,0,-1,0,120398,54609,3,0,83,0,0
1656,0,-1,0,18444,350005,1,1,517,2,0
1657,0,-1,0,32079,411100,1,0,1106,3,0
1658,0,-1,0,166203,490738,0,1,599,0,0
1659,0,-1,0,60493,235872,2,1,577,2,0
1660,0,-1,0,74196,296293,2,0,830,0,0
1661,0,-1,0,80293,387741,0,1,17,0,0
1662,0,-1,0,79752,72956,2,0,10,0,0
1663,0,-1,0,75117,29306,3,1,382,0,0
1664,0,-1,0,48765,201768,1,0,588,0,0
1665,0,-1,0,164895,59250,2,1,671,1,0
1666,0,-1,0,115604,208898,1,0,159,0,0
1667,0,-1,0,21175,340421,0,0,1751,0,0
1668,0,-1,0,196033,17589,1,1,547,2,0
1669,0,-1,0,86154,407461,1,0,11,0,0
1670,0,-1,0,49467,82745,2,0,21,2,0
1671,0,-1,0,136104,232433,2,0,1732,0,0
1672,0,-1,0,54462,250147,1,1,7,2,0
1673,0,-1,0,68178,402042,4,0,2,0,0
1674,0,-1,0,93961,463322,4,0,1740,0,0
1675,0,-1,0,136937,280697,3,1,237,0,0
1676,0,-1,0,90715,239794,0,1,570,2,0
1677,0,-1,0,71308,225127,1,1,188,0,0
1678,0,-1,0,61728,325637,0,1,1978,0,0
1679,0,-1,0,56898,345357,0,0,1898,0,0
1680,0,-1,0,167483,72419,2,0,1432,0,0
1681,0,-1,0,18798,59489,4,0,543,0,0
1682,0,-1,0,43658,468468,4,0,569,1,0
1683,0,-1,0,28956,312290,2,0,105,0,0
1684,0,-1,0,89861,253663,3,1,399,2,0
1685,0,-1,0,41338,51319,0,1,829,0,0
1686,0,-1,0,26504,246618,4,0,790,1,0
1687,0,-1,0,139041,281106,1,0,187,0,0
1688,0,-1,0,63761,119801,0,0,292,0,0
1689,0,-1,0,136638,88765,1,1,1428,0,0
1690,0,-1,0,9758,149436,2,0,10,0,0
1691,0,-1,0,93363,442645,3,0,1083,2,0
1692,0,-1,0,5748,454865,2,1,681,0,0
1693,0,-1,0,106214,467375,0,0,1696,3,0
1694,0,-1,0,44320,317085,1,0,769,3,0
1695,0,-1,0,167222,155804,2,0,1251,0,0
1696,0,-1,0,3074,107419,0,1,1401,2,0
1697,0,-1,0,167378,247019,1,0,545,0,0
1698,0,-1,0,24851,353896,1,0,157,0,0
1699,0,-1,0,127365,104681,3,1,1526,0,0
1700,0,-1,0,4201,369955,4,1,340,2,0
1701,0,-1,0,20227,466655,1,0,1735,0,0
1702,0,-1,0,10487,463802,1,1,1818,0,0
1703,0,-1,0,110525,479660,3,1,413,0,0
1704,0,-1,0,97742,385656,1,0,915,0,0
1705,0,-1,0,59211,71190,2,1,1610,0,0
1706,0,-1,0,55549,179863,0,0,206,2,0
1707,0,-1,0,107284,296109,1,0,246,0,0
1708,0,-1,0,56029,51979,2,0,707,0,0
1709,0,-1,0,21552,261494,2,1,1538,0,0
1710,0,-1,0,81503,456873,1,1,1814,0,0
1711,0,-1,0,62455,131234,3,1,879,1,0
1712,0,-1,0,173263,162302,4,1,1925,0,0
1713,0,-1,0,159551,395554,1,0,18,0,0
1714,0,-1,0,146397,332396,0,0,1498,2,0
1715,0,-1,0,81670,151632,3,0,1214,0,0
1716,0,-1,0,20652,236239,4,0,432,0,0
1717,0,-1,0,101823,368297,1,0,1838,1,0
1718,0,-1,0,48376,363474,0,1,5,0,0
1719,0,-1,0,162953,140860,3,0,615,2,0
1720,0,-1,0,151218,434587,2,1,13,0,0
1721,0,-1,0,76640,138144,2,0,337,0,0
1722,0,-1,0,148310,390604,3,1,1378,3,0
1723,0,-1,0,180315,497663,3,1,1886,0,0
1724,0,-1,0,19775,44403,4,1,1777,1,0
1725,0,-1,0,151093,22344,1,1,1015,0,0
1726,0,-1,0,27774,113796,0,0,1976,0,0
1727,0,-1,0,36217,86725,0,0,1519,1,0
1728,0,-1,0,7566,102339,2,0,1213,2,0
1729,0,-1,0,100172,11725,1,0,280,0,0
1730,0,-1,0,104243,254997,0,0,1649,2,0
1731,0,-1,0,123100,154403,1,1,539,2,0
1732,0,-1,0,105930,419247,3,1,1949,2,0
1733,0,-1,0,167195,78514,3,0,320,0,0
1734,0,-1,0,112616,354489,0,0,1975,1,0
1735,0,-1,0,71545,376934,0,1,1597,3,0
1736,0,-1,0,104649,245413,2,0,801,0,0
1737,0,-1,0,134513,154859,3,0,19,1,0
1738,0,-1,0,195082,231785,4,0,672,1,0
1739,0,-1,0,93785,104519,0,1,892,2,0
1740,0,-1,0,174250,35292,4,1,2,0,0
1741,0,-1,0,17500,292942,1,1,1291,0,0
1742,0,-1,0,154643,347411,3,0,748,0,0
1743,0,-1,0,76304,341117,0,1,27,0,0
1744,0,-1,0,62276,436753,1,1,93,2,0
1745,0,-1,0,40071,116860,0,1,21,0,0
1746,0,-1,0,56581,58416,1,1,1380,2,0
1747,0,-1,0,29728,325512,2,0,520,0,0
1748,0,-1,0,50425,339608,0,1,1912,0,0
1749,0,-1,0,98743,202862,0,0,14,1,0
1750,0,-1,0,817,392325,4,1,454,0,0
1751,0,-1,0,153079,107585,1,0,487,0,0
1752,0,-1,0,170179,179145,2,0,1956,0,0
1753,0,-1,0,6436,231894,0,0,472,2,0
1754,0,-1,0,35406,194428,2,0,1390,2,0
1755,0,-1,0,80278,418652,0,0,1835,0,0
1756,0,-1,0,134351,104387,3,0,424,2,0
1757,0,-1,0,182393,31703,4,0,1810,0,0
1758,0,-1,0,38494,339428,1,1,1578,0,0
1759,0,-1,0,6177,115232,2,0,1255,1,0
1760,0,-1,0,139903,480655,2,0,1387,2,0
1761,0,-1,0,173985,298269,3,1,1742,1,0
1762,0,-1,0,155816,396796,4,1,1216,0,0
1763,0,-1,0,2585,22621,1,1,335,0,0
1764,0,-1,0,152974,465270,4,1,858,0,0
1765,0,-1,0,153899,250062,1,1,1023,1,0
1766,0,-1,0,162370,324067,3,0,519,0,0
1767,0,-1,0,185718,314745,4,1,2,0,0
1768,0,-1,0,59460,323270,1,0,1894,1,0
1769,0,-1,0,99274,162608,3,0,1883,0,0
1770,0,-1,0,56263,210921,1,0,28,1,0
1771,0,-1,0,123626,409216,3,0,2,0,0
1772,0,-1,0,20085,20827,1,1,15,1,0
1773,0,-1,0,140188,266566,0,1,1985,2,0
1774,0,-1,0,37474,368085,1,0,1633,0,0
1775,0,-1,0,27019,451821,3,0,843,1,0
1776,0,-1,0,35990,332699,0,0,313,1,0
1777,0,-1,0,40141,98850,4,1,1807,0,0
1778,0,-1,0,64320,143906,3,0,1944,0,0
1779,0,-1,0,167072,394708,0,0,845,3,0
1780,0,-1,0,189273,249329,2,1,1661,1,0
